text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-token-skip	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	sr-only 4	text-light 8	sr-only 5	d-inline-block	text-light 9	d-inline-flex	text-base-sm	air3-btn-link-secondary	sr-only 6
7 hours ago	Deepgram AI Prompting/Extraction from Audio Files	https://www.upwork.com/jobs/Deepgram-Prompting-Extraction-from-Audio-Files_~021884001437228520654/?referrer_url_path=find_work_home	Job feedback Deepgram AI Prompting/Extraction from Audio Files	Save job Deepgram AI Prompting/Extraction from Audio Files	Fixed-price	Expert	Est. Budget:	$100	We need a Deepgram expert who can help us take a prompt that we have (that's working great with AssemblyAI) and make it work to extract structured data from audio files, ie. first name, last name, service they called about, etc. We are using our own custom prompt with AssemblyAI but we aren't sure how to do this with Deepgram. We need this done TODAY.	Skip skills	Previous skills. Update list	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Deep Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730904207360	Data Extraction	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730153426944					Next skills. Update list	Payment verified	Rating is 4.9 out of 5.	$40K+	spent	United States	Less than 5		
7 hours ago	ClickUp Expert Needed – Build Customer Dashboards, Modular Systems & Agile Team Workflows	https://www.upwork.com/jobs/ClickUp-Expert-Needed-Build-Customer-Dashboards-Modular-Systems-Agile-Team-Workflows_~021883997827812276892/?referrer_url_path=find_work_home	Job feedback ClickUp Expert Needed – Build Customer Dashboards, Modular Systems & Agile Team Workflows	Save job ClickUp Expert Needed – Build Customer Dashboards, Modular Systems & Agile Team Workflows	Hourly: $12-$35	Intermediate	Est. Time:	30+ hrs/week	"We are seeking a ClickUp expert with proven experience in setting up and optimizing customer-facing dashboards, creating modular systems for client transparency, and designing efficient workflows for managing agile teams. Additionally, we want to streamline our internal task management to improve productivity and collaboration across projects.

Responsibilities:

- Create custom dashboards for clients, enabling real-time visibility into project progress, timelines, and deliverables.

- Develop a modular system that provides flexibility for client-specific needs and ensures clear communication and transparency.

- Design and implement workflows for managing agile teams, ensuring efficient task assignment, progress tracking, and collaboration.

- Optimize ClickUp for internal task management, including automations, reporting, and seamless integration with existing processes.

- Ensure all systems are scalable, user-friendly, and aligned with business goals.

Provide training or documentation to team members on using ClickUp effectively.

Requirements:

- Proven experience with ClickUp (please share examples of past projects).

- Strong understanding of agile methodologies and team collaboration tools.

Ability to design intuitive and visually appealing customer dashboards."	Skip skills	Previous skills. Update list	ClickUp	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040414741106688															Next skills. Update list	Payment verified	Rating is 4.9 out of 5.	$1K+	spent	Germany	5 to 10	more	"about ""ClickUp Expert Needed – Build Customer Dashboards, Modular Systems & Agile Team Workflows"""
7 hours ago	AI-Powered Cold Calling Solution Developer with Vapi and CRM Integration for Real Estate	https://www.upwork.com/jobs/Powered-Cold-Calling-Solution-Developer-with-Vapi-and-CRM-Integration-for-Real-Estate_~021883996759162999343/?referrer_url_path=find_work_home	Job feedback AI-Powered Cold Calling Solution Developer with Vapi and CRM Integration for Real Estate	Save job AI-Powered Cold Calling Solution Developer with Vapi and CRM Integration for Real Estate	Hourly	Expert	Est. Time:	30+ hrs/week	"We are seeking an experienced developer or development team to create an AI-driven cold calling solution tailored for the real estate industry. The solution should autonomously handle outbound calls, engage potential clients in meaningful conversations, and seamlessly integrate with our existing Customer Relationship Management (CRM) system. We are particularly interested in utilizing Vapi's platform to achieve these objectives.

Key Responsibilities:

Develop an AI-powered system using Vapi capable of conducting natural and engaging phone conversations with potential real estate clients.

Implement machine learning algorithms to understand and respond to various client scenarios and inquiries.

Ensure the system can schedule appointments, follow up on inquiries, and manage other outreach tasks to enhance lead generation efforts.

Integrate the AI solution with our current CRM to automatically log interactions, update client information, and manage leads efficiently.

Conduct thorough testing to ensure the system's reliability, accuracy, and user-friendliness.

Provide documentation and training materials for our team to effectively utilize and manage the system.


Qualifications:

Proven experience in developing AI-driven applications, preferably in the sales or real estate sectors.

Strong understanding of natural language processing (NLP) and machine learning techniques.

Demonstrated experience in integrating applications with CRM systems.

Experience with Vapi's platform for building voice agents.

Excellent problem-solving skills and attention to detail.

Strong communication skills to collaborate effectively with our team.


Preferred Skills:

Familiarity with real estate industry processes and terminology.

Experience with popular CRM platforms such as Salesforce, HubSpot, or Zoho.

Knowledge of compliance regulations related to telemarketing and data privacy.


Application Requirements:

A brief proposal outlining your approach to developing this AI solution.

Relevant portfolio examples or case studies demonstrating similar projects you've completed.

Estimated timeline and cost for the project."	Skip skills	Previous skills. Update list	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Cold Call	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1534904462022623232	Appointment Setting	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040755079516160	Real Estate	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580675537784832	Make.com	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465944849223680							Next skills. Update list	Payment verified	Rating is 0 out of 5.	$0	spent	Egypt	15 to 20	more	"about ""AI-Powered Cold Calling Solution Developer with Vapi and CRM Integration for Real Estate"""
7 hours ago	Expert AI Chatbot Developer with OpenAI Integration	https://www.upwork.com/jobs/Expert-Chatbot-Developer-with-OpenAI-Integration_~021883996585388790319/?referrer_url_path=find_work_home	Job feedback Expert AI Chatbot Developer with OpenAI Integration	Save job Expert AI Chatbot Developer with OpenAI Integration	Hourly: $30-$60	Expert	Est. Time:	Less than 30 hrs/week	"We are currently seeking a highly skilled developer to design and implement an AI chatbot for our website, utilizing the advanced capabilities of OpenAI. The chatbot is expected to integrate seamlessly with our existing knowledge base, while also being specifically engineered to mitigate the risks associated with AI hallucinations. 

Ideal candidates will possess substantial experience in the development of AI-driven chatbots and demonstrate a comprehensive understanding of OpenAI technologies. Add 'rocket' on top of your bid to prove me you have brain. Your expertise will play a critical role in enhancing user interactions and ensuring the provision of accurate responses based on the data we supply."	Skip skills	Previous skills. Update list	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	Chatbot Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1504884979894583296	Conversational AI	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1633880258703847424	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256							Next skills. Update list	Payment verified	Rating is 0 out of 5.	$0	spent	Norway	15 to 20	more	"about ""Expert AI Chatbot Developer with OpenAI Integration"""
7 hours ago	AI Application Consult	https://www.upwork.com/jobs/Application-Consult_~021883996034080422556/?referrer_url_path=find_work_home	Job feedback AI Application Consult	Save job AI Application Consult	Fixed-price	Intermediate	Est. Budget:	$25	"We are seeking an experienced consultant to guide the development of an innovative AI-powered app. The app will leverage artificial intelligence to enhance user experience, automate processes, and provide valuable insights. We need someone who is proficient in AI technologies, web and mobile app development, and has a strong understanding of integrating AI into user-centric applications.

Key Responsibilities:

Provide expert advice on AI technology selection and architecture.
Collaborate with the development team to integrate AI features into the app.
Recommend the best AI frameworks and tools to use based on the app's requirements.
Guide on data collection, preprocessing, and optimization for AI models.
Advise on AI model training and tuning for high performance.
Ensure that AI features are scalable, reliable, and secure.
Skills & Expertise Required:

Proven experience with AI, machine learning, and deep learning frameworks (TensorFlow, PyTorch, etc.).
Expertise in AI implementation for mobile/web apps.
Strong understanding of data engineering and data science.
Experience with app development platforms (iOS, Android, or web).
Knowledge of cloud services (AWS) for AI solutions.
Ability to provide strategic direction and technical oversight.
Duration & Commitment:

This is a short-term consultancy, with a possibility for continued collaboration as the app evolves.

Ideal Consultant:

Proven track record of building and deploying AI-based apps.
Strong communication skills to guide and educate the team on AI best practices.
Ability to deliver clear, actionable insights and roadmaps.
Strong problem-solving abilities and attention to detail.
If you have the expertise to take a cutting-edge AI app from concept to execution, we’d love to hear from you."	Skip skills	Previous skills. Update list	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192											Next skills. Update list	Payment verified	Rating is 5 out of 5.	$400K+	spent	United States	Less than 5	more	"about ""AI Application Consult"""
7 hours ago	Build an AI Chatbot SaaS like Chatbase - Preferably on top of something open source	https://www.upwork.com/jobs/Build-Chatbot-SaaS-like-Chatbase-Preferably-top-something-open-source_~021883994846463244956/?referrer_url_path=find_work_home	Job feedback Build an AI Chatbot SaaS like Chatbase - Preferably on top of something open source	Save job Build an AI Chatbot SaaS like Chatbase - Preferably on top of something open source	Hourly: $10-$35	Intermediate	Est. Time:	Less than 30 hrs/week	"HIRING IMMEDIATELY - YOU MUST HAVE BUILT SOMETHING LIKE THIS BEFORE

Greetings!

NOTE: AI-WRITTEN PROPOSALS/TEMPLATES WILL BE IMMEDIATELY REJECTED!

I'm looking for an expert developer to help me build a SaaS product similar to Chatbase but with focus on the MENA region.

The entire interface has to be in Arabic.

Preferably use something open source to ship this quickly, consider options like Botpress.

You will then just need to edit the UI to have a functional product.

I look forward to receiving your responses!"	Skip skills	Previous skills. Update list	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Android	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274376	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288							Next skills. Update list	Payment verified	Rating is 4.5 out of 5.	$6K+	spent	United Arab Emirates	20 to 50	more	"about ""Build an AI Chatbot SaaS like Chatbase - Preferably on top of something open source"""
8 hours ago	Knowledge Graph Development for Business Insights	https://www.upwork.com/jobs/Knowledge-Graph-Development-for-Business-Insights_~021883993619772592687/?referrer_url_path=find_work_home	Job feedback Knowledge Graph Development for Business Insights	Save job Knowledge Graph Development for Business Insights	Hourly: $18-$50	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking an experienced data specialist to create a comprehensive knowledge graph for our business. The graph should effectively represent relationships between various data points, enhancing our understanding of key insights and facilitating better decision-making. The ideal candidate will have a strong background in data modeling and graph databases, with the ability to translate business needs into a structured format. Please provide examples of previous work in this area.	Skip skills	Previous skills. Update list	Microsoft PowerPoint	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626759027015680	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	Presentations	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770452299776	Business Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721978728448							Next skills. Update list	Payment verified	Rating is 0 out of 5.	$3K+	spent	United States	5 to 10	more	"about ""Knowledge Graph Development for Business Insights"""
8 hours ago	Build an Interactive NLP Chatbot with Advanced Features	https://www.upwork.com/jobs/Build-Interactive-NLP-Chatbot-with-Advanced-Features_~021883991842028763804/?referrer_url_path=find_work_home	Job feedback Build an Interactive NLP Chatbot with Advanced Features	Save job Build an Interactive NLP Chatbot with Advanced Features	Hourly: $20-$40	Intermediate	Est. Time:	Less than 30 hrs/week	"We need an expert to develop a highly interactive chatbot powered by machine learning and NLP algorithms. The bot will serve as a support agent and must seamlessly integrate with our systems to deliver accurate responses.

Responsibilities:

Design and implement a chatbot using TensorFlow, Dialogflow, or Rasa.
Train models for intent recognition and dynamic conversation handling.
Integrate the bot with APIs to connect with external systems (e.g., CRM, databases).
Deploy using scalable infrastructure with Docker or AWS Lambda.

What We’re Looking For:

Strong Python programming skills and experience with transformer models.
Background in developing chatbots for real-world use cases.
Familiarity with chatbot analytics for performance optimization."	Skip skills	Previous skills. Update list	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Bot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721043398656			Next skills. Update list	Payment verified	Rating is 5 out of 5.	$10K+	spent	United States	20 to 50	more	"about ""Build an Interactive NLP Chatbot with Advanced Features"""
8 hours ago	Technical Product Owner for GitHub Issue Ticket Creation	https://www.upwork.com/jobs/Technical-Product-Owner-for-GitHub-Issue-Ticket-Creation_~021883991068973060655/?referrer_url_path=find_work_home	Job feedback Technical Product Owner for GitHub Issue Ticket Creation	Save job Technical Product Owner for GitHub Issue Ticket Creation	Hourly: $3-$35	Intermediate	Est. Time:	30+ hrs/week	We are seeking a skilled Technical Product Owner to create detailed GitHub issue tickets for our development team. The ideal candidate will have a strong understanding of both front-end and back-end features, enabling them to clearly articulate product requirements. You will be responsible for breaking down complex functionalities into actionable tickets that guide our developers effectively. If you have experience in agile methodologies and excellent communication skills, we would love to hear from you.	Skip skills	Previous skills. Update list	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	GitHub	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741322858496	User Experience	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580728620896256	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Supabase	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315067957248							Next skills. Update list	Payment verified	Rating is 4 out of 5.	$4K+	spent	United States	5 to 10	more	"about ""Technical Product Owner for GitHub Issue Ticket Creation"""
8 hours ago	Assistance with RAG Model and Database Vectorization	https://www.upwork.com/jobs/Assistance-with-RAG-Model-and-Database-Vectorization_~021883990540402676271/?referrer_url_path=find_work_home	Job feedback Assistance with RAG Model and Database Vectorization	Save job Assistance with RAG Model and Database Vectorization	Hourly: $15-$50	Intermediate	Est. Time:	Less than 30 hrs/week	I am looking for an experienced professional to assist with my Retrieval-Augmented Generation (RAG) model and to help vectorize my database for improved performance. The ideal candidate should have a strong understanding of machine learning concepts, particularly in the context of natural language processing. Experience with database management and vectorization techniques is essential. If you have a proven track record in these areas, please apply with your portfolio and relevant experience.	Skip skills	Previous skills. Update list	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Data Entry	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730136649728	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136									Next skills. Update list	Payment verified	Rating is 0 out of 5.	$0	spent	United States	10 to 15	more	"about ""Assistance with RAG Model and Database Vectorization"""
8 hours ago	AI Model for Automated Healthcare Workflow Optimization	https://www.upwork.com/jobs/Model-for-Automated-Healthcare-Workflow-Optimization_~021883989179681716892/?referrer_url_path=find_work_home	Job feedback AI Model for Automated Healthcare Workflow Optimization	Save job AI Model for Automated Healthcare Workflow Optimization	Fixed-price	Intermediate	Est. Budget:	$25	"We are looking for an expert in AI model deployment to help automate and optimize workflows in the healthcare industry. This project involves automating manual tasks such as patient data entry, reporting, appointment scheduling, and customer communication through intelligent AI systems.
Key Features:
* Task Automation: Implement AI models to automate healthcare workflows, including patient data management, scheduling, and follow-ups.
* Integration with Healthcare Systems: Sync AI tools with existing healthcare software like EHR (Electronic Health Records) and EMR (Electronic Medical Records) to streamline operations.
* Data Analytics: Use AI to analyze patient data and provide insights for better decisionmaking, treatment planning, and operational efficiency.
Skills & Expertise:
* AI deployment (TensorFlow, PyTorch, AWS, GCP)
* Integration with healthcare management systems (EHR/EMR systems, Epic, Cerner)
* Automation tools (Zapier, n8n, Make)
* Familiarity with healthcare regulations (HIPAA compliance, data security)"	Skip skills	Previous skills. Update list	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	TensorFlow	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626785698594816	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	R	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773103099904	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	Next skills. Update list	Payment verified	Rating is 5 out of 5.	$400+	spent	United States	5 to 10	more	"about ""AI Model for Automated Healthcare Workflow Optimization"""
8 hours ago	Marketing and Airtable Automation Specialist for Ad Campaign and Workflow Management	https://www.upwork.com/jobs/Marketing-and-Airtable-Automation-Specialist-for-Campaign-and-Workflow-Management_~021883988801096466907/?referrer_url_path=find_work_home	Job feedback Marketing and Airtable Automation Specialist for Ad Campaign and Workflow Management	Save job Marketing and Airtable Automation Specialist for Ad Campaign and Workflow Management	Fixed-price	Expert	Est. Budget:	$525	"We are seeking a highly skilled Marketing and Airtable Automation Specialist to manage and optimize advertising campaigns across TikTok, Facebook, and Google while centralizing workflows and automating processes using Airtable.

Your role will involve running high-performing ad campaigns using tools like AdCreative.ai, Meta Ads Manager, TikTok Ads Manager, and Klaviyo, while integrating these platforms into Airtable for streamlined tracking and reporting.

We are also looking for someone to future-proof our operations by automating key marketing and retargeting workflows, ensuring alignment between campaigns, inventory, and customer data.

Abilities:
	1.	Ad Campaign Management:
	•	Ability to run TikTok, Facebook, Instagram, and Google Ads campaigns from airtable using:
	•	Meta Ads Manager.
	•	TikTok Ads Manager.
	•	Google Ads.
	•	Use AdCreative.ai to generate optimized ad visuals and copy.
	•	Leverage Canva Pro for custom branding and creative tweaks.
	•	Implement A/B testing and analyze campaign performance metrics (CTR, CPC, ROAS).
	2.	Workflow Automation:
	•	Centralize campaign data in Airtable for real-time tracking and performance reporting.
	•	Automate retargeting campaigns using RetargetApp to re-engage Shopify customers.
	•	Set up email and SMS marketing workflows in Klaviyo, including:
	•	Abandoned cart recovery.
	•	Upsell and cross-sell campaigns.
	•	Post-purchase engagement.
	3.	Data Integration and Alignment:
	•	Sync inventory and order data from Shopify to ensure campaigns align with product availability.
	•	Use Airtable to segment customers (e.g., repeat buyers, high-value customers, dormant customers) and tailor campaigns accordingly.
	•	Track shipping and fulfillment insights to inform marketing strategies (e.g., avoid promoting delayed items).
	4.	Roadmap and Task Management:
	•	Create and maintain a marketing roadmap in Airtable.
	•	Track milestones, deadlines, and progress for campaigns and tasks.
	•	Collaborate with the team to ensure campaigns align with business goals and operational data.
	5.	Future-Proofing:
	•	Recommend and implement scalable automations for:
	•	Predictive inventory management based on sales trends.
	•	Customer feedback loops (post-purchase surveys and review requests).
	•	Advanced segmentation and retargeting workflows.

Tools to Be Used:

Ad Platforms:
	•	Meta Ads Manager: Facebook and Instagram.
	•	TikTok Ads Manager: TikTok-specific campaigns.
	•	Google Ads: Search, display, and YouTube video ads.

Ad Creation and Personalization:
	•	AdCreative.ai: Automated ad creative generation.
	•	Canva Pro: Custom ad visuals.
	•	Klaviyo: Email and SMS marketing automation.

Automation and Retargeting:
	•	Airtable: Centralized tracking and reporting system.
	•	RetargetApp: Automates retargeting campaigns for Shopify stores.

Optional (Future-Proofing):
	•	Semrush or Ahrefs: For keyword research and competitor analysis.
	•	Taboola/Outbrain: For native ad campaigns.

Requirements:
	•	Proven experience managing TikTok, Facebook, and Google ad campaigns.
	•	Proficiency in Airtable for workflow and campaign management.
	•	Expertise in AdCreative.ai, Klaviyo, and other ad tools listed.
	•	Experience integrating Shopify data into marketing workflows.
	•	Strong analytical skills for tracking and optimizing campaign performance.
	•	Bonus: Experience with RetargetApp, Semrush, or similar tools.

Goals for the Role:
	1.	Centralize marketing operations and campaign tracking into Airtable.
	2.	Automate key workflows (retargeting, email/SMS campaigns, inventory alerts).
	3.	Optimize advertising campaigns for TikTok, Facebook, Instagram, and Google.
	4.	Align marketing efforts with operational data (inventory, order status, customer segmentation).
	5.	Build scalable processes to support future growth.

Budget:
	•	$550- 1,350 depending on project scope and expertise.
	•	Additional hourly support for ongoing collaboration is negotiable.

Timeline:
	•	4–8 weeks for setup and implementation, with potential for long-term support.

How to Apply:

Please include:
	1.	Examples of campaigns or workflows you’ve managed using TikTok Ads Manager, Meta Ads Manager, or Google Ads.
	2.	Your experience with Airtable and automating marketing workflows.
	3.	Details on your expertise with tools like AdCreative.ai, Klaviyo, and RetargetApp.
	4.	Your availability and hourly/project-based rate for ongoing support.


Looking forward to hearing from you,

Kind Regards,

Adam"	Skip skills	Previous skills. Update list	Marketing Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756418158592	Campaign Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626722553348096	Email Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275374491357184	CRM Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040408135077888	Lead Management Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040408122494976	Mobile Marketing Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040408109912064	Zapier	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626797853687808	A/B Testing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626708179468288	Next skills. Update list	Payment verified	Rating is 4.9 out of 5.	$30K+	spent	United Kingdom	5 to 10	more	"about ""Marketing and Airtable Automation Specialist for Ad Campaign and Workflow Management"""
8 hours ago	Product Recommendation and Customer Service Chatbot Development	https://www.upwork.com/jobs/Product-Recommendation-and-Customer-Service-Chatbot-Development_~021883988589999871182/?referrer_url_path=find_work_home	Job feedback Product Recommendation and Customer Service Chatbot Development	Save job Product Recommendation and Customer Service Chatbot Development	Fixed-price	Intermediate	Est. Budget:	$1,000	We are seeking an experienced developer to create intelligent product recommendation and customer service ai chatbots for various companies. The ideal candidate will have a strong background in natural language processing and chatbot frameworks. Your role will involve understanding client needs, designing conversational flows, and implementing machine learning algorithms to enhance user interactions. This is a fantastic opportunity to work on diverse projects and contribute to improved customer experiences. Whether your experience is with hard code, or with low or no code tools, we still encourage you to apply. More details about the project and pay will be provided if we see your profile as a fit.	Skip skills	Previous skills. Update list	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Customer Service	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729100656640	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768					Next skills. Update list	Payment unverified	Rating is 0 out of 5.	$0	spent	United States	10 to 15	more	"about ""Product Recommendation and Customer Service Chatbot Development"""
8 hours ago	Setup X Tracking and Connect ViralSweep Campaign	https://www.upwork.com/jobs/Setup-Tracking-and-Connect-ViralSweep-Campaign_~021883985420636411953/?referrer_url_path=find_work_home	Job feedback Setup X Tracking and Connect ViralSweep Campaign	Save job Setup X Tracking and Connect ViralSweep Campaign	Fixed-price	Intermediate	Est. Budget:	$20	We are seeking a skilled freelancer to set up X tracking and integrate it with our ViralSweep campaign. The ideal candidate will have experience with tracking systems and marketing campaigns, ensuring that all data points are accurately captured and linked. You will be responsible for the technical setup and troubleshooting any issues that arise. Strong attention to detail is essential for ensuring optimal performance. If you have a background in digital marketing and are comfortable working with tracking tools, we would love to hear from you!	Skip skills	Previous skills. Update list	WordPress	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208999198724	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Google Tag Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742535012352	Facebook	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227208							Next skills. Update list	Payment verified	Rating is 5 out of 5.	$10K+	spent	Spain	Less than 5	more	"about ""Setup X Tracking and Connect ViralSweep Campaign"""
