text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm
yesterday	AI Developer Needed for Ai-Driven Auto Repair Shop Innovations	https://www.upwork.com/jobs/Developer-Needed-for-Driven-Auto-Repair-Shop-Innovations_~021889021511495503467/?referrer_url_path=find_work_home	Job feedback AI Developer Needed for Ai-Driven Auto Repair Shop Innovations	Save job AI Developer Needed for Ai-Driven Auto Repair Shop Innovations	Fixed-price	Expert	Est. Budget:	$15,000	"We are looking for an experienced AI programmer to develop and integrate AI-powered solutions to enhance the efficiency and customer experience in our automotive repair business. The ideal candidate will have experience in machine learning, natural language processing (NLP), and automation to create a suite of AI agents that optimize various aspects of our business operations.

Project Scope:
We need AI solutions for:

Customer Service & Retention:

AI-powered chatbot or virtual assistant to handle appointment bookings, FAQs, and follow-ups.
AI-driven customer feedback analysis and sentiment tracking to improve retention strategies.
Inventory Management:

AI algorithm to predict part demand and optimize stock levels.
Integration with supplier APIs for real-time inventory updates.
Shop Operations & Workflow Optimization:

AI-powered scheduling assistant to maximize technician efficiency.
Predictive maintenance for shop equipment.
Diagnostics & Repair Recommendations (Optional):

AI-assisted diagnostics based on vehicle data and customer-reported issues.
Predictive failure detection to improve proactive maintenance."	more	"about ""AI Developer Needed for Ai-Driven Auto Repair Shop Innovations"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386											Payment unverified	Rating is 0 out of 5.	$0	United States	50+
yesterday	Azure AI & Python Tutor Needed for Hands-on Guidance and Troubleshooting	https://www.upwork.com/jobs/Azure-Python-Tutor-Needed-for-Hands-Guidance-and-Troubleshooting_~021889021484879481818/?referrer_url_path=find_work_home	Job feedback Azure AI & Python Tutor Needed for Hands-on Guidance and Troubleshooting	Save job Azure AI & Python Tutor Needed for Hands-on Guidance and Troubleshooting	Hourly: $20-$100	Expert	Est. Time:	Less than 30 hrs/week	"🚨 You must have hands-on experience with Azure AI, its platform, and setup, including storage, indexing, assistants, and Python automation. If you're not deeply familiar with these areas, this job isn't the right fit. 🚨

I’m looking for an experienced Azure AI and Python tutor to help me troubleshoot issues and improve my workflow. I have a solid foundation in Azure but keep running into roadblocks that I need expert help overcoming.

The ideal candidate is someone who can explain concepts clearly while guiding me through Azure AI setup, storage, indexing, assistant configuration, Python scripting, and API calls.

Key Areas Where I Need Help:
Azure Account Setup – Ensure my account and configurations are correct.
Matching API Keys & Credentials – Help me correctly link my Azure keys to my code.
Vector Store & Indexing – Assist in setting up and retrieving the correct vector store ID (I may not have set up indexing properly).
Azure Assistant Setup – Guide me in attaching a vector file to an assistant correctly.
Python for Automation – Show me how to write Python functions to automate the process (e.g., fetching the vector store ID without manual steps).
Calling APIs in Python – Help me write efficient functions to interact with APIs in my Azure environment.
VS Code & Azure Integration – Ideally, guide me in using VS Code for automating processes with data scripts.
Ideal Skills & Experience:
Strong experience with Azure AI services (Storage, Indexing, AI Assistant setup).
Proficient in Python for Azure automation.
Experience working with vector databases and search indexing.
Comfortable with troubleshooting and debugging Azure-related issues.
Strong ability to teach and explain technical concepts.
Additional Info:
This is a hands-on, tutoring-style engagement.
Sessions will be live (via Zoom, Google Meet, or similar).
Looking for someone who can help me quickly resolve issues but also teach me the correct way to do things moving forward.
If you have experience working with Azure AI and Python for automation and can provide clear guidance, I’d love to work with you! Please include:

A brief summary of your Azure AI and Python experience.
Any previous tutoring or mentorship experience.
Your availability for live sessions.
Looking forward to finding the right person to help me master Azure! 🚀"	more	"about ""Azure AI & Python Tutor Needed for Hands-on Guidance and Troubleshooting"""	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Microsoft Azure	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795962056704	DevOps	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626731499798528											Payment verified	Rating is 5.0 out of 5.	$60K+	United States	15 to 20
yesterday	Python, Shopify AI and Machine Learning	https://www.upwork.com/jobs/Python-Shopify-and-Machine-Learning_~021889021364505648453/?referrer_url_path=find_work_home	Job feedback Python, Shopify AI and Machine Learning	Save job Python, Shopify AI and Machine Learning	Fixed-price	Intermediate	Est. Budget:	$100	"We have some Python and Machine learning code that integrates with Open AI and Shopyify and hosted on heroku. It is an AI Bot and we need help putting it all together and getting it working.
We already have the code but its not working, therefore this project task is for 1 full day task to help get this working.
You will be guiding a developer on how to debug , fix and develop the app and get it working on the shopify website.
Most likely the issues are just dependencies within the application, which needed to commited to get things working but we will be relaying on the AI developer to understand what is going on and put all the code together and get it working."	more	"about ""Python, Shopify AI and Machine Learning"""	Flask	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626738982436864	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Deep Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730904207360	Shopify Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099311548936192	OpenAI API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400580624384	Payment verified	Rating is 4.6 out of 5.	$20K+	United Kingdom	10 to 15
yesterday	Full Stack Developer for Aviation Data Integration	https://www.upwork.com/jobs/Full-Stack-Developer-for-Aviation-Data-Integration_~021889021289844345818/?referrer_url_path=find_work_home	Job feedback Full Stack Developer for Aviation Data Integration	Save job Full Stack Developer for Aviation Data Integration	Hourly: $15-$40	Intermediate	Est. Time:	Less than 30 hrs/week	We're seeking an experienced full stack developer to create a web application that integrates aviation data, manages payment processing, and facilitates mobile notifications. The project will involve working with databases, Node.js, etc. and ensuring a seamless user experience across various platforms. If you're passionate about aviation and have a strong background in full stack development, we want to hear from you! Python (Flask / FastAPI / Django), React / Vue / Bootstrap, PostgreSQL / MySQL, API integration.	more	"about ""Full Stack Developer for Aviation Data Integration"""	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	PHP	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274385	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400									Payment verified	Rating is 0 out of 5.	$0	Poland	10 to 15
yesterday	Data Diagramming and API Expect needed for Supabase Project	https://www.upwork.com/jobs/Data-Diagramming-and-API-Expect-needed-for-Supabase-Project_~021889020287395798341/?referrer_url_path=find_work_home	Job feedback Data Diagramming and API Expect needed for Supabase Project	Save job Data Diagramming and API Expect needed for Supabase Project	Hourly: $15-$60	Intermediate	Est. Time:	Less than 30 hrs/week	"We are seeking a skilled Data Integration Specialist to connect multiple data sources and organize data layers in Supabase.

Data sources include:
1. Shopify (two stores)
2. High Level (contacts, marketing data, transactions, contracts)
3. Square (incidental)
4. Xero data (accounting, for profit/loss calculations)

If needed data isn't available or surfacing via API, we have backup transactional data sources for financial data.

We're looking to take the raw data and build a reliable schema that is updated nightly from all sources. On our visualization layer, we'll want to look at all data in a time series and with the following variables in mind:

- Current Amount of Contracts
- Lost Contracts for Month
- Gained Contracts for Month
- Contracts Delta for Month
- Current Revenue for the month (include breakdown of labs, supplements and coaching)
- Current Sales Calls Booked
- Current Sales Calls Taken

We're open minded to dbt, pipedream, make, or other infrastructure selections for pipelining data into database.

We're prioritizing people who know how to think about the data and create rules for cleaning it as well as building data layers at various levels of processing as well as building redundancy and back-up.

Finally, you'll need to be able to walk us through how things are built and work whether it be through meetings, Looms or documentation.

The ideal candidate will have experience in setting up and managing databases, ensuring data is clean and accessible for our data visualization and analytics front end. Strong attention to detail and the ability to work independently are essential. If you are passionate about data management and visualization, we want to hear from you!

Our expertise is limited and so there may be opportunities for continued work around this same idea. This is a POC but we're looking to commercialize this process."	more	"about ""Data Diagramming and API Expect needed for Supabase Project"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Data Entry	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730136649728	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Supabase	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315067957248	dbt	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1453032798689071104	ETL Pipeline	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580563717640192					Payment verified	Rating is 5.0 out of 5.	$50	United States	15 to 20
yesterday	Connect ChatGPT to QuickBooks Integration	https://www.upwork.com/jobs/Connect-ChatGPT-QuickBooks-Integration_~021889019229700914084/?referrer_url_path=find_work_home	Job feedback Connect ChatGPT to QuickBooks Integration	Save job Connect ChatGPT to QuickBooks Integration	Fixed-price	Intermediate	Est. Budget:	$100	We are seeking a skilled freelancer to connect ChatGPT with QuickBooks for seamless data management and automation. The ideal candidate will have experience in API integration and knowledge of both platforms. This connection aims to enhance our workflow by allowing ChatGPT to automate responses based on QuickBooks data, improving efficiency in financial reporting and customer interactions. If you have a strong background in integration projects and are familiar with both ChatGPT and QuickBooks, we encourage you to apply!	more	"about ""Connect ChatGPT to QuickBooks Integration"""	Intuit QuickBooks	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626749342367744	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386											Payment verified	Rating is 5.0 out of 5.	$4K+	United States	5 to 10
2 days ago	Experienced Media Buyer to Scale E-commerce Brands!	https://www.upwork.com/jobs/Experienced-Media-Buyer-Scale-commerce-Brands_~021889015655302462372/?referrer_url_path=find_work_home	Job feedback Experienced Media Buyer to Scale E-commerce Brands!	Save job Experienced Media Buyer to Scale E-commerce Brands!	Fixed-price	Expert	Est. Budget:	$400	"Job Description:
We are looking for a highly skilled and experienced Media Buyer to drive profitable growth for our e-commerce clients. If you have a proven track record of scaling brands through Facebook Ads, Google Ads, and advanced media buying strategies, this is a great opportunity for you!

Responsibilities:
✅ Develop and execute high-ROI media buying strategies
✅ Optimize campaigns to maximize ROAS and conversion rates
✅ Perform A/B testing on creatives, audiences, and ad placements
✅ Manage budgets efficiently and scale winning campaigns
✅ Implement GA4, GTM, CAPI, and advanced tracking solutions
✅ Provide data-driven insights to improve overall performance

What We Offer:
🔥 Performance-Based Pay – Earn based on your results!
💡 Work With Experts – Join a team of top e-commerce marketers
📈 Scalability – Handle high-budget ad accounts with growth potential
🔹 Long-Term Opportunity – We’re looking for a reliable expert

Requirements:
🔹 3+ years of experience in media buying for e-commerce brands
🔹 Expertise in Facebook Ads, Google Ads, and performance marketing
🔹 Strong analytical skills and ability to make data-driven decisions
🔹 Knowledge of advanced tracking (GA4, GTM, CAPI)
🔹 Ability to scale ad accounts to $50k+ per month"	more	"about ""Experienced Media Buyer to Scale E-commerce Brands!"""	Facebook	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227208	Instagram	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227206	Marketing Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756493656064	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Internet Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626749027794944	Campaign Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580511716659200	Retargeting	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626774969565184					Payment verified	Rating is 0 out of 5.	$0	Turkey	10 to 15
2 days ago	Expert Digital Marketer Needed for High-Impact Case Study Projects	https://www.upwork.com/jobs/Expert-Digital-Marketer-Needed-for-High-Impact-Case-Study-Projects_~021889014442617899994/?referrer_url_path=find_work_home	Job feedback Expert Digital Marketer Needed for High-Impact Case Study Projects	Save job Expert Digital Marketer Needed for High-Impact Case Study Projects	Fixed-price	Expert	Est. Budget:	$400	"Job Description:
We are looking for an experienced Digital Marketer with a strong background in e-commerce growth, paid media, and conversion optimization to collaborate on case study projects. Our agency specializes in helping e-commerce brands scale through data-driven marketing strategies, and we need a marketer who can analyze past campaigns, extract key insights, and present them in compelling case studies.

Responsibilities:
Analyze e-commerce marketing campaigns and extract key performance insights
Structure case studies based on ad spend, targeting, creatives, and conversion data
Highlight success factors and lessons learned from high-performing campaigns
Work with our team to refine strategies for future client projects
Present findings in a clear and actionable format

Requirements:

Proven experience in e-commerce marketing, paid media (Facebook, Google Ads), and CRO
Ability to interpret ad performance metrics and extract valuable insights
Strong storytelling skills to turn data into engaging case studies
Experience with marketing analytics tools (GA4, GTM, Meta Ads Manager, etc.)
Excellent English communication and writing skills

Why Work With Us?

Work on high-impact projects that shape e-commerce marketing strategies
Long-term collaboration opportunities for the right candidate
Competitive compensation based on experience
Long-Term Opportunity – We’re looking for team players who want to grow"	more	"about ""Expert Digital Marketer Needed for High-Impact Case Study Projects"""	Sales & Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580625235496960	Media & Entertainment	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580628179898368	Direct Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626732087001088	Content Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727070613504	Search Engine Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778853490688	Search Engine Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778681524224	Retargeting	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626774969565184	Internet Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626749027794944	Marketing Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756493656064	Payment verified	Rating is 0 out of 5.	$0	Turkey	5 to 10
2 days ago	Convert four Python script which generates reports/tables to Streamlit reports	https://www.upwork.com/jobs/Convert-four-Python-script-which-generates-reports-tables-Streamlit-reports_~021889014111195549291/?referrer_url_path=find_work_home	Job feedback Convert four Python script which generates reports/tables to Streamlit reports	Save job Convert four Python script which generates reports/tables to Streamlit reports	Fixed-price	Entry level	Est. Budget:	$30	"Objective: I have a set of Python scripts which when invoked using different parameters on a CLI generates the specific tabular report. There are four reports. These reports are to be setup or configured in Streamlit.

The Python files use Pandas and SQLlite. It reads the data from a few CSV files to generate the report.

I need a Python developer to read the code, understand it and replicate it as Python code for Streamlit.

Below are the deliverables:
1. The four reports are to be setup in Streamlit as a dashboard
2. The four reports are having the same values generated in the commandline tool table report

You must have experience with Streamlit and a very good understanding of Python & Pandas. We can have a review call before the work. While submitting a proposal mention ""I've read the requirements"" in it."	more	"about ""Convert four Python script which generates reports/tables to Streamlit reports"""	Dashboard	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465936942960640	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	MySQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364627995914247	Streamlit	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864215879680											Payment verified	Rating is 5.0 out of 5.	$7K+	United Kingdom	20 to 50
2 days ago	Expert Needed To Implement Offline Google Ads Conversion Tracking	https://www.upwork.com/jobs/Expert-Needed-Implement-Offline-Google-Ads-Conversion-Tracking_~021889011267771071397/?referrer_url_path=find_work_home	Job feedback Expert Needed To Implement Offline Google Ads Conversion Tracking	Save job Expert Needed To Implement Offline Google Ads Conversion Tracking	Fixed-price	Intermediate	Est. Budget:	$300	"Job Description:

We are seeking an experienced professional to implement and troubleshoot Google Ads offline conversion tracking for our Squarespace website. Our goal is to accurately track conversions generated through phone calls and form submissions, record these in our CRM (JobNimbus), and send the conversion data to Google Ads after an offline sale occurs. If necessary, we are open to using Zapier to complete the integration.

Project Scope & Deliverables:

Implementation:

Develop and integrate a robust, fully-functional method to track conversions (phone calls and form submissions) on our Squarespace website.
Ensure that conversion data, once recorded in our CRM (JobNimbus), is properly sent to Google Ads after an offline sale takes place.
Utilize Zapier for integration if deemed necessary for streamlining the data flow.

Troubleshooting & Analysis:

Audit our existing tracking setup to identify issues or breakdowns that have been affecting our conversion data.
Provide a detailed report describing what was broken in our current tracking system and the specific steps taken to resolve these issues.

Documentation:

Deliver comprehensive documentation outlining the implementation process, troubleshooting steps, and recommendations for future maintenance.

Requirements:

Proven expertise with Google Ads conversion tracking, specifically with offline conversion tracking implementations.
Strong background in web analytics, tracking tools, and integration methods.
Experience troubleshooting and resolving tracking discrepancies on websites.
Familiarity with integrating phone call tracking and form submission data into conversion tracking workflows.
Experience working with Squarespace websites and integrating CRM data (preferably with JobNimbus).
Ability to clearly document technical processes and provide detailed reports.
Openness to using Zapier as an integration tool if it simplifies or enhances the tracking process.

Preferred Qualifications:

Previous experience with CRM or offline data integration into Google Ads.
Excellent communication skills and the ability to explain complex technical issues in an understandable manner.
A portfolio of similar projects or case studies demonstrating success in implementing conversion tracking solutions.

Project Timeline & Budget:

Timeline: Please provide an estimated timeline for project completion.
Budget: Open to proposals based on experience and the scope of work. Include your estimated cost with your proposal.

How to Apply:

When submitting your proposal, please include:

A brief overview of your experience with Google Ads and offline conversion tracking.
Examples of similar projects you have completed, especially with Squarespace and CRM integrations.
An outline of your approach for this project, including how you would diagnose and fix our current tracking issues.
Your estimated timeline and budget for the project.
We look forward to finding the right expert to help us improve our conversion tracking and drive better performance in our Google Ads campaigns!"	more	"about ""Expert Needed To Implement Offline Google Ads Conversion Tracking"""	Google Tag Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742535012352	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	PPC Campaign Setup & Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1534904464304324608													Payment verified	Rating is 5.0 out of 5.	$600	United States	15 to 20
2 days ago	LangChain/Llama Developer	https://www.upwork.com/jobs/LangChain-Llama-Developer_~021889011100628524357/?referrer_url_path=find_work_home	Job feedback LangChain/Llama Developer	Save job LangChain/Llama Developer	Hourly: $6-$60	Expert	Est. Time:	30+ hrs/week	"N1 Healthcare is at the forefront of AI-driven precision medicine, transforming vast amounts of medical data into comprehensive, personalized health reports. By leveraging cutting-edge AI, LLMs, medical embeddings, and RAG, we automate the analysis of complex health data, providing patients and clinicians with actionable insights.

We are seeking an AI Developer to build the AI infrastructure that powers automated health report generation using advanced LLMs, vector search, and medical embeddings. This role is ideal for someone passionate about AI in healthcare, medical NLP, and structured diagnostics automation.

Key Responsibilities:
Automated Health Report Generation:
Develop AI-driven document creation pipelines that analyze medical records, lab results, and genetic data to generate personalized health reports.
Implement RAG to enhance medical data extraction, summarization, and structuring.

LangChain & LLM Integration:
Design and optimize LangChain-based AI workflows for generating structured patient health insights from unstructured medical records.
Deploy and fine-tune LLMs such as Llama2, GPT-4, and Claude for intelligent text generation tailored to personalized medicine.

Medical NLP & Embeddings:
Utilize MedEmbed, PubMedBERT, BioBERT, or similar embeddings to ensure medical accuracy and contextual understanding in AI-generated reports.

Vector Search & Knowledge Retrieval:
Implement Weaviate, Pinecone, or Milvus to structure and retrieve relevant medical insights for report generation.

Data Integration & API Development:
Build APIs that integrate electronic health records, genomics, and patient history into the AI pipeline.
Ensure seamless connectivity with HL7 FHIR and other healthcare interoperability standards.

Regulatory & Compliance:
Ensure AI models adhere to HIPAA, GDPR, HL7 FHIR, and other relevant healthcare privacy standards.
Optimize AI deployment for secure cloud environments (AWS, GCP).

Core Skills:
LangChain & LLM Development: Expertise in building AI-driven medical workflows and structured NLP pipelines.
Vector Search Optimization: Experience with Weaviate, Pinecone, Milvus, FAISS for rapid medical data retrieval.
Medical NLP & Embeddings: Proficiency in PubMedBERT, MedEmbed, BioBERT for clinical text processing.

Data Engineering: Strong experience in ETL pipelines, structured/unstructured medical data processing using Pandas, Dask, Apache Spark, or Airflow.
API Development: Skilled in FastAPI, Flask, or Django for EHR and genomic data integrations.

Preferred Skills:
Healthcare AI Experience: Familiarity with clinical AI applications, medical informatics, and structured diagnostics automation.
Machine Learning Frameworks: Proficiency in Hugging Face Transformers, PyTorch, TensorFlow for healthcare AI.
DevOps & MLOps: Hands-on experience with Docker, Kubernetes, CI/CD (GitHub Actions, Jenkins, GitLab CI).

Qualifications:
Degree: Bachelor’s or Master’s in Computer Science, AI, Machine Learning, Biomedical Informatics, or a related field.

Experience: Minimum 5+ years in AI/ML development

Proven Track Record: Ability to build scalable, compliant, and high-performance AI systems that improve health report accuracy and personalization.

Why Join Us?
Work on cutting-edge AI models that revolutionize health report automation.
Be part of a high-impact AI team transforming healthcare decision-making with personalized medicine."	more	"about ""LangChain/Llama Developer"""	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	AI Model Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315550302209	AI Model Training	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315550302208	Deep Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730904207360	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	AI Instruction	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099275003965440	AI Model Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716863997775872	Payment verified	Rating is 0 out of 5.	$100K+	Malaysia	20 to 50
2 days ago	AI Voice Agent Developer Needed	https://www.upwork.com/jobs/Voice-Agent-Developer-Needed_~021889010535489506266/?referrer_url_path=find_work_home	Job feedback AI Voice Agent Developer Needed	Save job AI Voice Agent Developer Needed	Hourly	Expert	Est. Time:	30+ hrs/week	"We are looking for a skilled developer to join our agency on a project based role. You need to be able to create advanced AI voice agents using VAPI, Bland, or Retell.ai. The ideal candidate will have experience in building realistic voice agents that can perform a variety of tasks effectively. Were not looking for someone who is still learning, we know how to build out these models and will test your knowledge and expertise. Your expertise will help us enhance user interaction through natural-sounding dialogue and functional capabilities. If you have a passion for AI and voice technology and want to join a fast growing agency then we want to hear from you!

Please type, whereabouts, in your proposal to ensure it is not a generic a.i response."	more	"about ""AI Voice Agent Developer Needed"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	US English Dialect	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208772706308	Elearning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626734318370816	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	English	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626735228534784	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	Deep Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730904207360	Voice & Tone Consistency	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1504884929068007424	Payment verified	Rating is 0 out of 5.	$0	Canada	20 to 50
2 days ago	AI Developer Specialist – Shopify Offer Landing Pages (DTC)	https://www.upwork.com/jobs/Developer-Specialist-Shopify-Offer-Landing-Pages-DTC_~021889010528995220805/?referrer_url_path=find_work_home	Job feedback AI Developer Specialist – Shopify Offer Landing Pages (DTC)	Save job AI Developer Specialist – Shopify Offer Landing Pages (DTC)	Hourly: $10-$15	Intermediate	Est. Time:	Less than 30 hrs/week	"#### About Us:
We are a DTC growth-focused company leveraging AI to rapidly build, test, and optimize offer landing pages on Shopify. Our strategy blends AI-powered automation with manual refinement to generate high-converting, scalable landing pages at speed.

We are looking for an AI Developer Specialist who can use Lovable.dev and other AI-driven automation tools to streamline Shopify-based offer page development, while applying manual touch-ups for branding, CRO, and performance optimization.

#### What You’ll Do:
✅ Build High-Converting Shopify Landers – Use AI to generate DTC offer landing pages with minimal and complex design variations.
✅ AI-Powered Creation + Manual Optimization – Let AI do the heavy lifting, then refine for UX, conversion, and brand consistency.
✅ Deploy & Iterate Fast – Create and test multiple landers, tracking performance using GA4 and Shopify analytics.
✅ Optimize for Speed & Performance – Ensure pages are mobile-friendly, lightweight, and optimized for fast load times.
✅ Set Up GA4 Tracking & Event Monitoring – Implement purchase flows, A/B tests, and unit-based economic reporting to analyze what’s working.

#### What We’re Looking For:
✔ AI-Powered Landing Page Experience – Strong skills in Lovable.dev or similar AI-driven tools for Shopify landers.
✔ DTC & CRO Expertise – Understanding of offer pages, AOV optimization, upsells, and conversion psychology.
✔ Shopify & GA4 Knowledge – Experience with Shopify themes, Liquid, and GA4 event tracking setup.
✔ Fast-Paced & Execution-Driven – Ability to build, refine, and launch high-velocity landing pages with AI-powered efficiency.
✔ Strong Design & UX/UI Sense – Capable of fine-tuning AI-generated designs to ensure they meet brand and performance standards."	more	"about ""AI Developer Specialist – Shopify Offer Landing Pages (DTC)"""	Landing Page	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753276624896	Shopify	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626779570716672	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Web Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795181916160	Lovable	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text									Payment verified	Rating is 5.0 out of 5.	$100K+	United States	5 to 10
