text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9
15 hours ago	Quant Developer for Backtesting/Live Trading Infrastructure	https://www.upwork.com/jobs/Quant-Developer-for-Backtesting-Live-Trading-Infrastructure_~021884681707247341587/?referrer_url_path=find_work_home	Job feedback Quant Developer for Backtesting/Live Trading Infrastructure	Save job Quant Developer for Backtesting/Live Trading Infrastructure	Hourly: $35-$100	Expert	Est. Time:	Less than 30 hrs/week	"Position Overview:
We are seeking an experienced developer for a short-term project focused on iterating and refining a systematic trading strategy. The goal of this initial engagement is to collaborate on strategy development and assess its ability to outperform the market. Success in this phase may lead to a longer-term opportunity to build out a full trading infrastructure and expand into more advanced AI/ML-driven approaches.  

Short-Term Project Scope:
- Collaborate on refining and implementing a trading strategy  
- Backtest and evaluate performance against the market  
- Optimize data inputs and execution logic  
- Assess working compatibility and alignment on approach  

Long-Term Opportunity: 
If the short-term project demonstrates strong results and a good working fit, there is potential to expand into a broader role involving:  
- Developing scalable data pipelines for multi-asset market data  
- Building and maintaining systematic trading infrastructure  
- Implementing AI/ML systems for pattern recognition and signal generation  
- Designing visualization tools and monitoring systems  
- Enhancing backtesting/live trading frameworks and risk management tools  

Required Skills:
- Experience in quantitative strategy development  
- Strong backtesting and data analysis skills  
- Understanding of market mechanics and execution logic  
- Ability to iterate and optimize trading strategies  
- Proficiency in Python, C++, or Rust for high-performance computing and working with large datasets efficiently.  
- Familiarity with event-driven architectures, microservices, and message queues such as Kafka or Redis for processing real-time market data.  
- Experience with AWS, GCP, or Azure for deploying scalable trading systems, along with containerization (Docker, Kubernetes) and CI/CD pipelines for automated deployments.  
- Expertise in time-series databases (e.g., kdb+/q, TimescaleDB, InfluxDB) and vector databases (e.g., Pinecone, FAISS) for storing and retrieving market and AI-generated signals.  
- Experience with machine learning frameworks (PyTorch, TensorFlow) and applying techniques such as reinforcement learning, NLP, or deep learning to financial data.  
- Understanding of performance optimization techniques, including multi-threading, GPU acceleration (CUDA, TensorRT), and FPGA-based solutions for ultra-fast execution.  
- Knowledge of security best practices in financial systems, encryption, and regulatory compliance for market data handling."	more	"about ""Quant Developer for Backtesting/Live Trading Infrastructure"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	Payment unverified	Rating is 0 out of 5.	$0	United States	10 to 15	C++	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274381	Neural Network	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580640142053376	Quantitative Finance	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626772775944192	Deep Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730904207360	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936
15 hours ago	Python Engineer for Community Cloud Rental Service Development	https://www.upwork.com/jobs/Python-Engineer-for-Community-Cloud-Rental-Service-Development_~021884681700689610321/?referrer_url_path=find_work_home	Job feedback Python Engineer for Community Cloud Rental Service Development	Save job Python Engineer for Community Cloud Rental Service Development	Hourly: $10-$24	Intermediate	Est. Time:	30+ hrs/week	"We are looking for a highly motivated Python Engineer to join our team in building a community cloud rental service. Your expertise in Python programming, Linux systems, networking, cloud technologies, and software development will be essential in creating a user-friendly platform. 

The ideal candidate will have experience with APIs, database management, and cloud infrastructure. You will collaborate closely with our product and design teams to deliver a robust and scalable solution that meets user needs and enhances community engagement."	more	"about ""Python Engineer for Community Cloud Rental Service Development"""	Docker	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626732393185280	DevOps	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626731499798528	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Payment verified	Rating is 5.0 out of 5.	$100K+	Canada	50+	RESTful API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580682663907328	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Kms	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Virtialization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Linux	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626754568470528	Bash	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626718942052352
15 hours ago	AI Developer for Plaid Integration and Code Review	https://www.upwork.com/jobs/Developer-for-Plaid-Integration-and-Code-Review_~021884681550808190995/?referrer_url_path=find_work_home	Job feedback AI Developer for Plaid Integration and Code Review	Save job AI Developer for Plaid Integration and Code Review	Hourly: $5-$35	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking an experienced AI developer to assist with Plaid integration and conduct thorough code reviews. The ideal candidate will be proficient in React, Next.js, Supabase, and TypeScript. Your role will involve implementing AI-driven solutions, optimizing the integration process, and ensuring code quality through detailed reviews. A strong understanding of financial APIs and experience with AI IDE tools will be advantageous. Join us in enhancing our application with cutting-edge technology!	more	"about ""AI Developer for Plaid Integration and Code Review"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	Payment verified	Rating is 4.2 out of 5.	$30K+	British Virgin Islands	20 to 50	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Java	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274382								
15 hours ago	Expert Full-Stack AI Agent Developer for AI Agent Ad Platform	https://www.upwork.com/jobs/Expert-Full-Stack-Agent-Developer-for-Agent-Platform_~021884680407997269464/?referrer_url_path=find_work_home	Job feedback Expert Full-Stack AI Agent Developer for AI Agent Ad Platform	Save job Expert Full-Stack AI Agent Developer for AI Agent Ad Platform	Hourly: $25-$55	Expert	Est. Time:	30+ hrs/week	"We are seeking an expert experienced full-stack developer proficient in Javascript, Typescript, Node.js, Next.js, and Nest.js to help build and enhance our AI agent advertising platform. 

You should review these following repositories:

(open source market and model will reference and use. Must understand and be able to leverage)
https://github.com/redstone-finance/clara/blob/main/clara-agent/agents/Clara_Twitter_Agent.mjs

(you must have deployed an agent before, this is elizaOS if you have not used this then you are not a good fit.)
https://github.com/elizaOS/eliza

This is not a position I am looking for someone to learn as they go. You need to come in immediately available to work full time immediately and start contributing immediately. Timelines are tight, also available for work on the weekends if possible.

The ideal candidate will have a strong background in developing scalable applications and integrating AI solutions. You will work closely with our product team to implement new features, optimize performance, and troubleshoot any issues that arise. If you are passionate about innovation and have a knack for creating user-friendly interfaces, we would love to hear from you."	more	"about ""Expert Full-Stack AI Agent Developer for AI Agent Ad Platform"""	TypeScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274389	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360	Payment verified	Rating is 4.9 out of 5.	$90K+	United States	50+	LangChain	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315676131329	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568	TensorFlow	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626785698594816	AI Model Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716863997775872	API Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626714051493888	Payment Gateway Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626767910551552
15 hours ago	Java or Python Developer with fintech experience	https://www.upwork.com/jobs/Java-Python-Developer-with-fintech-experience_~021884678745439577951/?referrer_url_path=find_work_home	Job feedback Java or Python Developer with fintech experience	Save job Java or Python Developer with fintech experience	Hourly: $10-$13	Intermediate	Est. Time:	30+ hrs/week	"Looking for a Java or Python developer with fintech experience. (Must)

Fintech experience with open-source financial modeling libraries is a must. 

If you have worked with open source financial modeling library it would be an easy job to reuse the code. We are not looking for just java or Python developer, we are specifically looking for a dev with recent financial modeling experience. 

The first phase is POC but this will be a long-term project. 

A few open-source libraries for financial modeling just for reference, we can use any other library, and doesn't have to be java based. 

Please apply if you have good intermediate Java/Python ( mention fox when applying)  development with open-source financial modeling experience, and enjoy working with a dynamic team.

Thanks!"	more	"about ""Java or Python Developer with fintech experience"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Java	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274382	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Payment verified	Rating is 5.0 out of 5.	$30K+	United States	20 to 50	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	RESTful API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580682663907328	Spring Framework	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782313791488	FinTech	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040137417920512	Financial Modeling	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626738340708352	Open Source	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626764878069760
15 hours ago	Social Media Automation with ElizaOS	https://www.upwork.com/jobs/Social-Media-Automation-with-ElizaOS_~021884678589149922776/?referrer_url_path=find_work_home	Job feedback Social Media Automation with ElizaOS	Save job Social Media Automation with ElizaOS	Hourly: $22-$100	Intermediate	Est. Time:	Less than 30 hrs/week	"We're looking to build an automated profile on twitter that posts and comments on specific topics. This profile should be trained on a corpus of information we'll provide. 

We are building something similar to https://x.com/aixbt_agent however the topic will not be crypto. 

The project should use https://github.com/elizaOS unless you have a robust alternative that is well documented. We are not interested in building something from scratch, the project must use an established framework to move quickly. 

You should have experience building an autonomous AI chat bot before or very relevant experience. You should be able to speak to this experience. 

How we would like to run the project:

Step 1: Architecture
Following a more in-depth briefing on the desired behavior, training dat set, etc. you will propose a detailed approach to building the bot. You will also provide clear time estimate for the work. 

Step 2: Prototype
You'll create a basic version of the bot (""hello world"") equivalent to validate you're able to get things wired up and working on stable infra. 

Step 3: Training & Finalizing Behavior
We'll train the bot and finalize the posting & commenting behavior guidance. 

Step 4 : Deployment & QA"	more	"about ""Social Media Automation with ElizaOS"""	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	Chatbot Training	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400605790209	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	Payment verified	Rating is 4.9 out of 5.	$6K+	United States	10 to 15												
15 hours ago	Full Setup of Meta/Google Ads Account	https://www.upwork.com/jobs/Full-Setup-Meta-Google-Ads-Account_~021884678496758096782/?referrer_url_path=find_work_home	Job feedback Full Setup of Meta/Google Ads Account	Save job Full Setup of Meta/Google Ads Account	Hourly: $15-$35	Expert	Est. Time:	Less than 30 hrs/week	"We are seeking a highly skilled and detail-oriented Digital Advertising Accounts Specialist to audit, clean up, and optimize our Meta and Google Ads accounts. This role will play a critical part in consolidating and organizing approximately 30 accounts under one unified business structure, ensuring seamless access and integration across all digital platforms. The ideal candidate will have expertise in managing digital advertising accounts, resolving ownership challenges, and setting up accurate tracking for performance insights.

Key Responsibilities:

Account Audit and Consolidation:
Conduct a comprehensive audit of existing Meta and Google Ads accounts.
Identify and consolidate 30 accounts under the parent company’s Business Manager and Google account structures.
Ensure all accounts are linked correctly to the appropriate business owner.

Access and Permissions Management:
Establish and verify proper access levels for pages, ad accounts, GA4, and associated digital properties.
Document and maintain a clear permissions structure for team members and stakeholders.

Asset Integration:
Ensure brand assets are properly connected, including linking Facebook and Instagram accounts.
Verify that brand assets such as pixels, custom audiences, and conversion events are correctly assigned to their respective accounts.

Tracking and Analytics:
Ensure accurate and consistent tracking is in place for all accounts.
Set up and validate GA4 integrations and other necessary tracking tools.
Troubleshoot and resolve any discrepancies in reporting and data collection.

Ownership Resolution:
Identify and resolve ownership challenges for pages currently under unresponsive or previous owners.
Offer reasonable and strategic solutions to reclaim page ownership or create alternate paths where necessary.
Execute recovery or transition plans to regain control of critical accounts and assets.

Best Practices and Optimization:
Recommend and implement industry best practices for account structure, tracking, and asset management.
Maintain documentation of processes and provide training as needed to internal teams."	more	"about ""Full Setup of Meta/Google Ads Account"""	Facebook Ads Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836455908753408	Facebook Pixel Setup & Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1504885093392449537	Google Ads	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741817786368	Payment unverified	Rating is 0 out of 5.	$0	United States	15 to 20	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	PPC Campaign Setup & Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1534904464304324608	Facebook Business Page	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099107160502272						
15 hours ago	Freelancers Needed for AI Growth Agency Support	https://www.upwork.com/jobs/Freelancers-Needed-for-Growth-Agency-Support_~021884678412108350936/?referrer_url_path=find_work_home	Job feedback Freelancers Needed for AI Growth Agency Support	Save job Freelancers Needed for AI Growth Agency Support	Fixed-price	Intermediate	Est. Budget:	$100	We are an innovative AI growth agency seeking talented freelancers to assist in various projects. Your expertise will help us enhance our AI solutions and drive client success. Ideal candidates should be proactive, detail-oriented, and have a passion for technology and growth. If you have experience in AI development, marketing strategies, or data analysis, we want to hear from you! Join our dynamic team and contribute to exciting projects that push the boundaries of AI.	more	"about ""Freelancers Needed for AI Growth Agency Support"""	Sales & Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580625235496960	Market Research	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756485267456	Email Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626734741995520	Payment unverified	Rating is 0 out of 5.	$0	Ethiopia	5 to 10	Social Media Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836476901244928	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	Marketing Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342885563740160	Marketing Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1356688472979804160
15 hours ago	Landing Page Creation and Continuous A/B Testing	https://www.upwork.com/jobs/Landing-Page-Creation-and-Continuous-Testing_~021884676913533903804/?referrer_url_path=find_work_home	Job feedback Landing Page Creation and Continuous A/B Testing	Save job Landing Page Creation and Continuous A/B Testing	Hourly: $17-$40	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking a skilled freelancer to create effective landing pages and conduct continuous A/B testing to optimize performance. The ideal candidate will have experience in designing user-friendly interfaces and a strong understanding of conversion rate optimization. You will be responsible for analyzing test results and implementing changes to improve user engagement and conversions. This role requires creativity, analytical skills, and familiarity with various testing tools. If you have a passion for improving web performance and drive results, we would love to hear from you!	more	"about ""Landing Page Creation and Continuous A/B Testing"""	Landing Page	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753276624896	Web Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795181916160	WordPress	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208999198724	Payment verified	Rating is 5.0 out of 5.	$3K+	United States	15 to 20	Conversion Rate Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727209025536	Copywriting	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626727318077440								
15 hours ago	LLM Open Source Model Development for Anime Cartoons	https://www.upwork.com/jobs/LLM-Open-Source-Model-Development-for-Anime-Cartoons_~021884676176074556888/?referrer_url_path=find_work_home	Job feedback LLM Open Source Model Development for Anime Cartoons	Save job LLM Open Source Model Development for Anime Cartoons	Hourly	Intermediate	Est. Time:	30+ hrs/week	We are looking for a skilled developer to help create an open-source LLM model specifically designed for generating anime cartoons. The ideal candidate should have experience in machine learning, particularly with large language models, and a passion for anime. You will be responsible for developing and fine-tuning the model, ensuring it meets our creative vision. Collaboration with our design team will be essential to align the model's output with our artistic requirements. If you're excited about merging technology with creative anime art, we want to hear from you!	more	"about ""LLM Open Source Model Development for Anime Cartoons"""	Graphic Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742929276928	Illustration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626747312324608	Adobe Photoshop	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208852398098	Payment verified	Rating is 4.5 out of 5.	$30K+	United States	10 to 15	Adobe Illustrator	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208864981006	Character Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723652255744	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Deep Learning Modeling	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342873492533248	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360		
15 hours ago	Development of Open Source LLM Tool for Customer Acquisition	https://www.upwork.com/jobs/Development-Open-Source-LLM-Tool-for-Customer-Acquisition_~021884675724063105934/?referrer_url_path=find_work_home	Job feedback Development of Open Source LLM Tool for Customer Acquisition	Save job Development of Open Source LLM Tool for Customer Acquisition	Hourly	Intermediate	Est. Time:	30+ hrs/week	We are seeking a skilled developer to create an open-source tool leveraging language model technology to help businesses find and engage potential customers. The ideal candidate will have experience with machine learning frameworks and a solid understanding of customer acquisition strategies. You will be responsible for designing, developing, and testing the tool, ensuring it's user-friendly and effective. Collaboration with our team will be essential to align the tool's capabilities with our business goals.	more	"about ""Development of Open Source LLM Tool for Customer Acquisition"""	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Payment verified	Rating is 4.5 out of 5.	$30K+	United States	10 to 15	C++	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274381										
15 hours ago	Google Cloud Data Architect for ETL and MLOps (PoC Development)	https://www.upwork.com/jobs/Google-Cloud-Data-Architect-for-ETL-and-MLOps-PoC-Development_~021884675072605005663/?referrer_url_path=find_work_home	Job feedback Google Cloud Data Architect for ETL and MLOps (PoC Development)	Save job Google Cloud Data Architect for ETL and MLOps (PoC Development)	Fixed-price	Expert	Est. Budget:	$150	"We are seeking a skilled GCP Data Architect to develop a Proof of Concept (PoC) for pulling stock data from multiple sources (e.g., public APIs, proprietary databases, S3 buckets) into BigQuery. The PoC will focus on building and exploring efficient ETL pipelines, and deploying machine learning models with MLOps best practices for scalable production.

**Responsibilities:**

- Design a scalable and efficient data architecture for the PoC to integrate and manage diverse data sources.
- Develop and optimize ETL pipelines using GCP tools such as Cloud Data Fusion, Dataflow, Dataproc, Cloud Composer (Airflow) and Pub/Sub.
- Transform and load data into BigQuery to support advanced analytics and machine learning workflows.
- Explore basic ML model deployment using Vertex AI or MLflow as part of the PoC.
- Document the architecture, PoC workflows, and recommendations for full-scale implementation.

**Requirements:**

- Proven expertise in GCP tools (BigQuery, Vertex AI, Cloud Data Fusion, Dataflow, Dataproc, Pub/Sub,Cloud Composer ).
- Strong experience in ETL pipeline development and integration of data from multiple sources.
- Proficiency in SQL and building high-performance data pipelines.
- Hands-on experience with MLOps frameworks, including MLflow and Vertex AI, for managing model lifecycle and deployment.
- Experience in delivering PoCs and data solution architecture.

**Deliverables:**

- A working PoC showcasing data integration into BigQuery.
- ETL pipelines using GCP tools, ready to handle at least two different datasources .
- A simple ML workflow deployed with Vertex AI or MLflow, adhering to best practices.
- Brief documentation with architecture Diagram and recommendations for scaling.

### Skills and expertise

**BigQuerySQLPythonGoogle Cloud PlatformETL Pipeline**

- BigQuery
- SQL
- Python
- Google Cloud Platform
- Dataflow
- cloud function
- Airflow
- Machine Learning
- Mlflow
- Vertex AI

**Additional details- ask below**

- Cover Letter
- Describe your experience with similar projects"	more	"about ""Google Cloud Data Architect for ETL and MLOps (PoC Development)"""	Data Engineering	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1559203830655479808	Data Preprocessing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1653395612627275776	BigQuery	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626719441174528	Payment verified	Rating is 5.0 out of 5.	$100	United States	5 to 10	Google Cloud Platform	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742031695872	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Cloud Computing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626724986044416	Amazon Web Services	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628012691471	Vertex AI	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1653395611582894080
15 hours ago	AI Appointment Setter Development for Agency Clients	https://www.upwork.com/jobs/Appointment-Setter-Development-for-Agency-Clients_~021884675023036715027/?referrer_url_path=find_work_home	Job feedback AI Appointment Setter Development for Agency Clients	Save job AI Appointment Setter Development for Agency Clients	Fixed-price	Intermediate	Est. Budget:	$1,000	We are seeking a skilled developer to create an AI-powered calling appointment setter using Vapi for our agency clients. The ideal candidate will have experience in AI development and telephony systems, ensuring seamless integration and functionality. The role involves understanding client requirements, designing workflows, and programming the AI to efficiently manage appointment scheduling. If you are passionate about AI technology and have a knack for creating innovative solutions, we want to hear from you!	more	"about ""AI Appointment Setter Development for Agency Clients"""	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	Software Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465958237442048	Payment unverified	Rating is 0 out of 5.	$0	Canada	10 to 15												
yesterday	Need a Generative AI Expert to develop an Advanced RAG-Based AI System	https://www.upwork.com/jobs/Need-Generative-Expert-develop-Advanced-RAG-Based-System_~021884669758302897624/?referrer_url_path=find_work_home	Job feedback Need a Generative AI Expert to develop an Advanced RAG-Based AI System	Save job Need a Generative AI Expert to develop an Advanced RAG-Based AI System	Fixed-price	Intermediate	Est. Budget:	$100	"Job Description:

We are seeking a highly skilled developer with expertise in Generative AI and Deep Learning to create a RAG-based AI agent. This AI-driven solution will intelligently handle complex queries related to legal and financial documents, including SEC filings. The system should leverage tools, including embedding models, LLMs, and advanced semantic search algorithms. The project aims to deliver an efficient system for real-time document analysis and Q&A.

Project Scope:

Data Preparation:

Process legal and financial documents to utilize in the Q&A system.

RAG Implementation:

Develop a robust RAG system to generate precise answers to user queries.

Deployment:

Ensure seamless integration of the Q&A system with the existing legal and financial workflows.

Skills Required:

Experience in building Q&A systems using RAG frameworks.

Strong Python skills and familiarity with AI/ML libraries (e.g., Hugging Face, Langchain).

Experience with processing unstructured data (e.g., PDFs, DOCX).

Proficiency with vector databases (e.g., FAISS, Weaviate).

Expertise in leveraging LLMs (e.g., OpenAI, Claude) and NLP techniques.

Knowledge of legal and financial documents is a plus.

If you’ve built similar systems or have experience with RAG-based frameworks, please share your portfolio or links to past work."	more	"about ""Need a Generative AI Expert to develop an Advanced RAG-Based AI System"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936					Payment verified	Rating is 0 out of 5.	$0	United States	10 to 15												
yesterday	AI Chat-Based Journal App Development	https://www.upwork.com/jobs/Chat-Based-Journal-App-Development_~021884667643425228369/?referrer_url_path=find_work_home	Job feedback AI Chat-Based Journal App Development	Save job AI Chat-Based Journal App Development	Fixed-price	Intermediate	Est. Budget:	$500	We are seeking a talented developer to create an AI-driven chat-based journal app. This app should enable users to explore their thoughts, feelings, and goals through interactive conversations. The ideal candidate will have experience in AI technologies, mobile app development, and user experience design. Your role will involve designing the app's architecture, implementing AI features, and ensuring a user-friendly interface. If you have a passion for mental wellness and technology, we’d love to hear from you!	more	"about ""AI Chat-Based Journal App Development"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Android	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274376	iOS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274377	Payment unverified	Rating is 0 out of 5.	$0	United Kingdom	10 to 15	Smartphone	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628000108550	Adobe Illustrator	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208864981006								
yesterday	Clinical Data Integration Support Specialist	https://www.upwork.com/jobs/Clinical-Data-Integration-Support-Specialist_~021884662769711629784/?referrer_url_path=find_work_home	Job feedback Clinical Data Integration Support Specialist	Save job Clinical Data Integration Support Specialist	Hourly: $15-$50	Expert	Est. Time:	30+ hrs/week	We are seeking an experienced professional to support our clinical data integration system. The ideal candidate should have expertise in using dbt for data transformation, AWS for cloud solutions, and Apache Spark for big data processing. Familiarity with clinical trial data and its nuances is essential. This role involves helping us streamline data workflows and optimize our integration processes. If you have a strong background in these technologies and a passion for improving clinical data systems, we would love to hear from you!	more	"about ""Clinical Data Integration Support Specialist"""	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Payment verified	Rating is 5.0 out of 5.	$300K+	United States	20 to 50												
