rating	total_spent_by_client	country	payment_verified	job_url_main	job_title	job_description	time_posted	hourly_rate	skill_level	estimated_time	estimated_budget	tags
Rating is 5 out of 5.	$500K+	South Korea	Payment verified	https://www.upwork.com/jobs/API-Developers-JavaScript-Python-SQL-Facebook-API-integrations_~021883387651962944156/?referrer_url_path=find_work_home	API Developers - JavaScript, Python, SQL | Facebook API integrations	"A performance marketing agency from South Korea,  is looking for an ideal candidate with strong background in utilizing APIs from various services to retrieve, model, manipulate, and store data between services i.e. SQL, Notion, SaaS, etc.

 We use various tracking tools i.e. mySQL and Notion DB to store our data and create reports.
As an API Developer, you will collaborate with cross-functional teams to create efficient and reliable APIs that enable our applications to interact effectively.

EXAMPLE -  

FB ad manager API to get data and manage it in mySQL
Access redtrack.io  voluum.com marketing platform API to get marketing data into mySQL
Notion API to insert text data into tables and etc.

NOTE: Our selection process is on so if you may have already applied before and had been contacted by us, kindly do not apply again.

For the rest of you ...
Please apply to start a conversation."	yesterday	Hourly: $10-$15	Intermediate	Est. Time:	Less than 30 hrs/week	['Database', 'API Integration', 'API Development', 'Python', 'API', 'MySQL', 'Facebook', 'Facebook Ads Manager']
Rating is 0 out of 5.	$0	United States	Payment unverified	https://www.upwork.com/jobs/Database-Optimization-and-Cost-Reduction_~021883372762238931503/?referrer_url_path=find_work_home	Database Optimization and Cost Reduction	"We are seeking an experienced Database Administrator (DBA) to optimize, secure, and enhance the reliability of our database systems. This role involves a comprehensive review of our current database environment, implementation of advanced optimization strategies, and ensuring compliance with industry standards. Additionally, you will collaborate with our engineering team to provide training and establish best practices for long-term database health and scalability.

Key Responsibilities:
	•	Performance Optimization:
	◦	Analyze and optimize queries using advanced PostgreSQL features (e.g., CTEs, materialized views).
	◦	Implement indexing strategies and stored procedures for faster query execution.
	◦	Review and enhance SQL execution plans.
	•	Cluster & Workload Management:
	◦	Assess and optimize cluster configurations, including partitioning, load balancing, and sharding.
	◦	Ensure high availability with automatic failover and replication strategies.
	•	Schema & Data Model Improvements:
	◦	Normalize and enhance schemas to reduce redundancy and improve performance.
	◦	Optimize large datasets using table partitioning and efficient data models.
	•	Monitoring & Diagnostics:
	◦	Set up monitoring tools (e.g., DataDog, pg_stat_statements).
	◦	Configure dashboards, proactive alerts, and audit logs for performance tracking and incident response.
	•	Database Security:
	◦	Implement role-based access controls and data encryption.
	◦	Develop disaster recovery protocols and backup procedures.
	•	Cost Optimization:
	◦	Audit and right-size database instances for cost-effectiveness.
	◦	Identify and eliminate unused resources to reduce operational costs.
	•	Automation & Continuous Improvement:
	◦	Automate recurring tasks like backups and index maintenance.
	◦	Establish processes for continuous benchmarking and performance improvements.
	•	Knowledge Transfer:
	◦	Provide hands-on training to our engineering team on optimization techniques, schema design, caching strategies, and compliance protocols.

Deliverables:
	•	Initial assessment report of the current database environment.
	•	Optimized database schemas, queries, and parameters with supporting documentation.
	•	Disaster recovery plan and security compliance report.
	•	Enhanced monitoring tools and dashboards.
	•	Training materials and documentation for internal teams.

Qualifications:
	•	Proven experience with PostgreSQL and advanced query optimization techniques.
	•	Strong understanding of database clustering, sharding, and workload distribution.
	•	Expertise in database security and compliance (e.g., GDPR, CCPA).
	•	Experience with automation tools and database performance monitoring.
	•	Excellent communication skills for knowledge transfer and training.

Preferred Tools & Technologies:
	•	PostgreSQL (features like window functions, materialized views, advanced indexing).
	•	Monitoring tools (e.g., DataDog, pg_stat_statements, pgBadger).
	•	In-memory caching systems like Redis.

Timeline:
	•	Initial assessment and findings presentation within the first week.
	•	Weekly updates on optimization efforts and progress."	yesterday	Hourly: $25	Expert	Est. Time:	Less than 30 hrs/week	['PostgreSQL', 'SQL', 'Database Programming', 'MySQL', 'Database Design', 'Database Administration', 'Database Maintenance', 'Across Language Server']
Rating is 4.9 out of 5.	$3K+	United States	Payment verified	https://www.upwork.com/jobs/Automation-Expert-with-Code-and-Developer-Skills-for-Agency-Work_~021883372706454688303/?referrer_url_path=find_work_home	AI Automation Expert with No-Code and Developer Skills for Agency Work	"Job Title: AI Automation Expert with No-Code and Developer Skills for Agency Work

Job Description:
We’re seeking an experienced AI Automation Expert to help scale our Amazon 360 agency. This is a part-time role with the potential to transition to full-time based on performance and mutual fit. The ideal candidate should have a strong background in automation, no-code tools, and advanced coding capabilities. Familiarity with Retrieval-Augmented Generation (RAG) knowledge bases is a must.
You’ll play a pivotal role in developing AI-powered agents to streamline various aspects of our business operations, including:
Contact research and lead generation.
Automated email outreach campaigns.
Web scraping for content aggregation and posting.
Advanced tools for Amazon research, management, and image creation.

Responsibilities:
Guide the team on using no-code tools like n8n and other automation platforms.
Develop and deploy advanced AI agents to enhance business workflows.
Build and integrate RAG-based knowledge systems for data retrieval and insights.
Automate repetitive tasks such as lead qualification, outreach, and Amazon marketplace research.
Collaborate with the leadership team to identify areas for AI-driven optimization.
Document processes for scalability and train the team on tools and workflows.

Requirements:
Proven experience with AI and automation tools (e.g., OpenAI, LangChain, n8n, Zapier, etc.).
Solid programming skills in Python or similar languages.
Hands-on experience with RAG knowledge bases and custom AI workflows.
Ability to integrate APIs and create custom scripts for advanced use cases.
Strong problem-solving skills and the ability to work in a fast-paced environment.
Excellent communication and documentation skills.
Nice-to-Have:
Experience with Amazon tools like Helium 10, Jungle Scout, or similar.
Knowledge of the e-commerce or agency space.
Familiarity with automation tools for sales and marketing (e.g., HubSpot, Apollo.io).

Work Arrangement:
Part-time (~10 hours per week) with flexibility.
Remote work with availability during certain working hours for collaboration.
Opportunity for full-time employment based on performance.

Why Join Us?:
Be part of a growing Amazon agency with ambitious goals.
Work with cutting-edge AI tools to solve real-world business challenges.
Opportunity for professional growth in a flexible and collaborative environment."	yesterday	Hourly: $10-$30	Intermediate	Est. Time:	Less than 30 hrs/week	['n8n', 'Automation', 'JavaScript', 'Python', 'API']
Rating is 5 out of 5.	$900+	Puerto Rico	Payment verified	https://www.upwork.com/jobs/Backend-Developer-for-API-Integration-with-Supabase_~021883366462180413999/?referrer_url_path=find_work_home	Backend Developer for API Integration with Supabase	"We are looking for an experienced backend developer to help us integrate VAPI (voice API) data into our existing Supabase (PostgreSQL) database. This project involves setting up webhooks, processing real-time API data, and ensuring secure and efficient storage in the database.

Our website and database are already in place. Your role will focus on building backend functionality to automate data handling and enable seamless integration.

Responsibilities:
	1.	API Integration:
	•	Connect VAPI to our backend and set up webhooks to receive real-time data.
	•	Authenticate API requests securely (e.g., API keys, tokens).
	2.	Data Processing:
	•	Parse, validate, and map incoming data to the appropriate database fields in Supabase.
	•	Handle data transformation if required.
	3.	Error Handling:
	•	Implement error logging and retry mechanisms for failed API requests.
	4.	Optimization:
	•	Ensure the system can handle spikes in API calls efficiently.
	•	Set up basic monitoring and reporting for processed data.
	5.	Testing & Debugging:
	•	Thoroughly test the integration to ensure reliability.

Requirements:
	•	Backend Development Experience: Strong proficiency in Node.js, Python, or a similar backend language.
	•	Database Knowledge: Experience working with Supabase (PostgreSQL) or similar databases.
	•	API Integration Skills:
	•	REST APIs, webhooks, and data parsing.
	•	Authentication methods (OAuth 2.0, API keys).
	•	Error Handling: Ability to build retry logic and robust error-handling systems.
	•	Deployment: Familiarity with deploying backend services on platforms like AWS, Render, or Vercel.
	•	Strong problem-solving skills and attention to detail.

Nice-to-Have:
	•	Experience with workflow automation tools like Make.com or Zapier.
	•	Knowledge of task queues or job scheduling (e.g., Celery, Bull.js, or similar).

Project Scope:
	•	Build a secure webhook to receive data from VAPI.
	•	Store and process data in Supabase.
	•	Provide clear documentation of the process for future maintenance."	yesterday	Hourly	Expert	Est. Time:	Less than 30 hrs/week	['PostgreSQL', 'Python', 'API', 'API Integration', 'RESTful API', 'API Development', 'PHP', 'HTTP']
Rating is 0 out of 5.	$0	Ireland	Payment unverified	https://www.upwork.com/jobs/AWS-Machine-Learning-Expert-for-Time-Series-Sales-Forecasting_~021883365158066442799/?referrer_url_path=find_work_home	AWS Machine Learning Expert for Time Series Sales Forecasting	We are seeking an experienced machine learning engineer to assist in deploying a predictive model for time series sales forecasting on AWS. The ideal candidate will have a strong background in machine learning and cloud deployment. Responsibilities include optimizing the model for performance, integrating it with AWS services, and ensuring scalability for future data. Experience with time series analysis and familiarity with AWS tools is essential. If you are passionate about leveraging machine learning to drive business insights, we would love to hear from you!	yesterday	Fixed-price	Intermediate	Est. Budget:	$10	['Python', 'Machine Learning', 'Data Science', 'Data Analysis', 'TensorFlow']
Rating is 4.9 out of 5.	$50K+	United States	Payment verified	https://www.upwork.com/jobs/Build-Posting-Buddy-MVP-for-Powered-Tool-Transform-Social-Media-for-Network-Marketers_~021883363336444991537/?referrer_url_path=find_work_home	Build “Posting Buddy” – MVP for an AI-Powered Tool to Transform Social Media for Network Marketers	"Greetings talented developer looking for something world changing...

We’re solving a massive industry-wide challenge for tens of thousands of network marketers.Every day, network marketers struggle to share authentic, engaging stories on social media. They want to connect with their audience, but they don’t know how to start—or they feel salesy and stuck.

We already teach four highly effective posting templates that help network marketers create powerful, authentic stories by answering simple questions. Now, we’re ready to scale this process with an AI-powered tool called Posting Buddy.

This MVP will serve as both a data-gathering platform and a content-generation tool, helping us refine Posting Buddy into a revolutionary tool for the entire industry. The tool will empower network marketers to create posts that are authentic, engaging, and tailored to their audience—without requiring advanced writing skills.

What We Need:

We’re looking for a developer to build the MVP for Posting Buddy, with features that include:

1. User Input Forms:
    * Collect key story details (e.g., ""before"" and ""after"" transformations, target audience, tone).
    * Guide users through answering questions based on our proven templates to ensure their stories are authentic and engaging.
2. AI Integration (OpenAI GPT):
    * Process user inputs to generate tailored social media posts, including:
        * Short, snappy hooks.
        * Medium-length posts.
        * Full transformation stories.
3. Data Storage:
    * Securely store user inputs to help refine Posting Buddy’s future features.
    * Categorize inputs by tone, audience, or product type for analysis and scalability.
4. Immediate Outputs:
    * Generate posts on the spot for users based on the collected data.
    * Provide variations to give users more options.
5. Admin Dashboard (Optional):
    * Enable us to view, analyze, and export user inputs to refine templates and AI outputs over time.

Why This Project is Game-Changing:

* Proven Success: Our four posting templates already help marketers create engaging content. Now, we’re scaling that process with AI to reach even more people.
* Massive Impact: Posting Buddy will address one of the biggest challenges in network marketing, empowering tens of thousands of marketers to grow their businesses.
* Creative Freedom: You’ll have room to bring your ideas to the table and help shape the future of this tool.
* Growth Potential: If the MVP succeeds, we’ll expand Posting Buddy with advanced features, integrations, and AI refinement—and you’ll have the opportunity to continue contributing.

What We’re Looking For:

1. Experience with OpenAI GPT (or Similar):
    * You know how to craft AI prompts and generate outputs that feel human and relevant.
2. Web Development Expertise:
    * Ability to create sleek, intuitive interfaces (frontend) and build robust backends for scalability.
3. OutGrow Knowledge (Preferred):
    * Familiarity with OutGrow for quizzes or data collection is a big plus.
4. Focus on MVPs:
    * You understand how to prioritize core features for a fast and effective launch.
5. Strong Communication Skills:
    * We value collaboration and clear, proactive communication.

What to Include in Your Application:

1. Why this project excites you.
2. Examples of similar tools you’ve built (especially AI-driven or MVPs).
3. Your availability and estimated timeline for completing the MVP.
4. Your rates (hourly or project-based).

Budget:
We’re expecting to spend between $2,500–$10,000 for this MVP, depending on your experience and the scope of work.

Why Work With Us?

We’ve spent the last 25 years helping network marketers succeed, and Posting Buddy is the next evolution of that mission. 

This isn’t just another AI tool—it’s a revolutionary solution for a community that’s hungry for something better. With Posting Buddy, you’ll be building more than software—you’ll be building confidence, growth, and impact for thousands of marketers worldwide.

Skills

Required Skills:
* Experience integrating OpenAI GPT API or similar NLP tools.
* Proficiency in modern web development frameworks like React, Vue.js, or Angular (frontend).
* Backend expertise with Node.js, Python, or similar frameworks.
* Familiarity with secure database management tools like Firebase, PostgreSQL, or MongoDB.
* Strong understanding of API integrations and data handling.
Preferred (but not required):
* Experience with OutGrow or similar tools for creating interactive forms/quizzes.
* Familiarity with no-code/low-code platforms (e.g., Bubble, Webflow).
* UI/UX design skills to ensure a seamless user experience.

To know that you read this far, please address your response like this:

Hello Ms. Kim!"	yesterday	Hourly: $25-$100	Expert	Est. Time:	Less than 30 hrs/week	['OpenAI API', 'React', 'Vue.js', 'Angular 10', 'Python', 'node.js', 'Firebase, PostgreSQL, or MongoD', 'Outgrow preferred']
Rating is 4.9 out of 5.	$2K+	United States	Payment verified	https://www.upwork.com/jobs/Google-Collab-Notebook_~021883361380939388110/?referrer_url_path=find_work_home	Google Collab Notebook	I need help running code on Google Collab. Been trying to get this code to work, and running into difficulties.	yesterday	Hourly: $5-$10	Intermediate	Est. Time:	Less than 30 hrs/week	['Machine Learning', 'Python', 'Coding Lesson', 'Artificial Intelligence']
Rating is 0 out of 5.	$0	GBR	Payment verified	https://www.upwork.com/jobs/Sales-report-insights_~021883358737290548430/?referrer_url_path=find_work_home	Sales report insights	"I attached a sales report and I need an analysis providing all insights that a manager would need to know from it.Descriptive,predictive,tendenies,prescriptive analysis providing graphs,tables and explanations of the results to a sufficient level that  a commercial profile would understand.
I guess things that would be usefull would be K-media,Chi ,R Square,,...Regression Analysis: To predict sales figures based on historical trends.Time Series Analysis: To capture and forecast trends over time.Machine Learning Models: Such as random forests or gradient boosting for more nuanced predictions.Whatever you see convenient during the analysis.,as well."	yesterday	Fixed-price	Expert	Est. Budget:	$80	['Microsoft Excel', 'Business Analysis', 'Microsoft Power BI', 'Data Visualization', 'Microsoft PowerPoint', 'Data Analysis']
Rating is 0 out of 5.	$0	United States	Payment verified	https://www.upwork.com/jobs/Property-Search-Tool-Using-and-Predictive-Analysis_~021883356073597581980/?referrer_url_path=find_work_home	Property Search Tool Using ML and Predictive Analysis	"Your task is to design a predictive analytics solution leveraging machine learning and AI to analyze variables like ownership changes, bankruptcy records, tax histories, and market trends through APIs. This system must include both backend and frontend components.

Backend Design: Outline how AI and automation will process large datasets, integrate APIs for data access, and flag high-risk properties or transactions.
Frontend Design: Propose a user-friendly interface to display risk analysis results, allowing users to interact with and act on the insights efficiently.
Implementation Plan: Detail steps for building and connecting the backend with the frontend to create a seamless and automated predictive analytics system."	yesterday	Fixed-price	Intermediate	Est. Budget:	$600	['Machine Learning', 'Data Science', 'Data Analysis', 'Predictive Analytics', 'Predictive Modeling']
Rating is 5 out of 5.	$3K+	United States	Payment verified	https://www.upwork.com/jobs/Specialist-for-Manufacturing-Batch-Record-Mind-Mapping_~021883355573842066076/?referrer_url_path=find_work_home	AI Specialist for Manufacturing Batch Record Mind Mapping	"I am seeking aid in creating an AI-based system that will take PDFs of our production batch records (All documents are created digital and not handwritten) and organize a useful mind map that shows the progression of the manufacturing batch.

Currently we do this by hand, and it takes a little too long. Want to see creative solutions for how to automate this process.  Not sure how difficult this project is, but open to negotiation if needed on gig price."	yesterday	Fixed-price	Intermediate	Est. Budget:	$200	['Artificial Intelligence', 'Machine Learning', 'ChatGPT', 'AI Agent Development', 'AI Builder']
Rating is 0 out of 5.	$0	United States	Payment verified	https://www.upwork.com/jobs/Embedded-Program-Development-for-Google-Reputation-Comparison_~021883355532398148252/?referrer_url_path=find_work_home	Embedded Program Development for Google Reputation Comparison	I am seeking a skilled developer to create an embedded program that will compare reputation information sourced from the Google Maps API. The program should analyze the data effectively and present the results in a visually appealing manner. The ideal candidate will have experience with API integrations and data visualization techniques. I have a somewhat similar program I can share, but obviously this program is ranking businesses on a different criteria.   If you have a passion for creating user-friendly applications and can turn complex data into clear insights, we want to hear from you!	yesterday	Hourly: $15-$20	Intermediate	Est. Time:	Less than 30 hrs/week	['JavaScript', 'WordPress', 'PHP', 'HTML', 'Search Engine Optimization']
Rating is 5 out of 5.	$300+	United States	Payment verified	https://www.upwork.com/jobs/Workflow-Optimization-Specialist-Contract-Months_~021883353760055679754/?referrer_url_path=find_work_home	Workflow Optimization Specialist (Contract: 3-6 Months)	"We are seeking a highly skilled Workflow Optimization Specialist to help streamline our operations and maximize productivity. This role is ideal for an expert in automation, data visualization, and project management tools who can design and implement advanced workflows tailored to our needs. Over the course of 3-6 months, you will collaborate closely with us to develop multiple workflows that leverage cutting-edge platforms, including Generative AI, Power BI, Python, and Jira.

Responsibilities

Workflow Development: Analyze current processes to identify inefficiencies and implement optimized workflows.
Generative AI Integration: Propose and utilize Generative AI tools (e.g., ChatGPT, Claude) to enhance report generation, proposal writing, and data analysis.
Data Visualization: Create insightful dashboards and visualizations using Power BI and Python to improve decision-making processes.
Automation: Develop workflows to automate repetitive tasks, such as data extraction, report generation, and progress tracking.
Project Management Tools: Customize and optimize Jira for seamless project tracking and collaboration.
Platform Recommendations: Research and suggest the best tools and platforms for achieving workflow goals.
Training and Documentation: Provide clear documentation and training for implemented workflows to ensure smooth adoption.
Qualifications

Technical Expertise:
Advanced knowledge of Power BI, Python, and Jira.
Proficiency with Generative AI tools like ChatGPT, Claude, or similar platforms.
Experience in workflow automation tools (e.g., Zapier, Microsoft Power Automate, or similar).

Experience:
Proven track record in developing and optimizing workflows across multiple domains.
Experience in project management and task organization.
Skills:
Strong analytical and problem-solving skills.
Excellent communication and collaboration abilities.
Ability to work independently and deliver results within deadlines."	yesterday	Hourly: $5-$15	Intermediate	Est. Time:	30+ hrs/week	['ChatGPT API Integration', 'Project Management', 'Microsoft Power BI', 'Microsoft Power BI Data Visualization']
Rating is 0 out of 5.	$100	IND	Payment verified	https://www.upwork.com/jobs/Voice-Project-Speech-Text-and-Text-Speech-Implementation_~021883341332056103690/?referrer_url_path=find_work_home	AI Voice Project: Speech-to-Text and Text-to-Speech Implementation	"We are looking for a skilled freelancer to assist with an AI voice project involving Speech-to-Text (STT) using OpenAI Whisper and Text-to-Speech (TTS) using Coqui TTS v2. The ideal candidate will have experience in implementing these technologies and can deliver high-quality audio outputs. You will be responsible for configuring the settings, optimizing performance, and ensuring seamless integration. If you have a passion for AI and voice technology, we would love to hear from you!  Job Description:
We are seeking an experienced developer to build an AI-driven voice processing solution. The project will include speech-to-text (STT) functionality using OpenAI Whisper and text-to-speech (TTS) capabilities using Coqui TTS v2 for English, Hindi, and Chinese languages. The solution should be implemented using FastAPI and Python, and services must be accessible via API. The system should also integrate with a backend LLaMA model to modulate voice tones based on sentiment labels.

Key Requirements:
Primary Features:
Speech-to-Text (STT):

Use OpenAI Whisper to transcribe audio files into text.
Support for English, Hindi, and Chinese.
Provide an API where users can upload audio files and download transcriptions as Word or PDF files.
Text-to-Speech (TTS):

Use Coqui TTS v2 to generate audio from text inputs.
Support for English, Hindi, and Chinese.
Provide an API to accept text input and generate audio files available for download.
Voice Modulation with Sentiment Integration:

Integrate a backend LLaMA model to provide sentiment labels such as ""excited,"" ""sad,"" ""happy,"" and ""professional.""
Modify voice pitch and tone dynamically in TTS output based on the sentiment labels provided.
Additional Features:
Separate STT API:

Users can upload an audio file and receive a transcription as a downloadable Word or PDF file.
Separate TTS API:

Users can upload text and receive a synthesized audio file as output using Coqui TTS.
API Development:

Develop a FastAPI-based backend to expose all functionalities via API.
Provide secure and scalable endpoints for integration into other applications.
Deliverables:
Fully functional STT and TTS services with APIs.
Voice modulation capabilities integrated with sentiment labels.
Download functionality for both text and audio outputs.
Documentation for setup, API usage, and testing.
Skills Required:
Python (mandatory)
FastAPI (mandatory)
OpenAI Whisper (mandatory)
Coqui TTS v2 (mandatory)
Experience with LLaMA or similar models for sentiment analysis
API development and deployment experience
Knowledge of audio file processing and manipulation
Preferred Qualifications:
Hands-on experience with OpenAI Whisper and Coqui TTS (proof of prior work required).
Demonstrated ability to modulate voice tones dynamically based on inputs.
Strong portfolio showcasing relevant projects.
Note:
Only candidates who have worked with OpenAI Whisper and Coqui TTS and can demonstrate previous relevant work will be considered. Please provide a detailed portfolio or demos with your application.

We look forward to your applications!"	yesterday	Fixed-price	Intermediate	Est. Budget:	$1,000	['Automatic Speech Recognition', 'Natural Language Processing', 'Machine Learning', 'TensorFlow', 'Deep Learning']
Rating is 4.9 out of 5.	$30K+	United States	Payment verified	https://www.upwork.com/jobs/Salesforce-Agent-Developer-Needed_~021883340822886601263/?referrer_url_path=find_work_home	Salesforce AI Agent Developer Needed	"We are seeking a skilled and experienced Salesforce AI Agent Developer to help us design, develop, and implement AI-driven solutions for our Salesforce platform. The ideal candidate will leverage their expertise in Salesforce, artificial intelligence, and automation to create intelligent agents, streamline workflows, and enhance user experience.

Responsibilities:

AI-Powered Agent Development: Design and implement AI-driven features for Salesforce using Einstein GPT, Salesforce Flow, and other AI/ML tools to build intelligent chatbots, virtual assistants, and workflow automation.
Customization & Integration: Customize Salesforce Lightning components and integrate AI agents seamlessly with existing Salesforce modules (Sales Cloud, Service Cloud, Marketing Cloud, etc.).
Process Automation: Automate repetitive tasks and workflows using Salesforce AI and Process Builder to improve operational efficiency.
Data Insights & Analytics: Leverage AI tools to extract meaningful insights, perform predictive analytics, and enhance reporting capabilities within Salesforce.
Collaboration: Work closely with stakeholders to understand business requirements and translate them into scalable AI-driven solutions.
Maintenance: Debug, troubleshoot, and ensure the performance and scalability of AI-powered agents.
Qualifications:

Proven experience as a Salesforce Developer with a strong focus on AI-powered features and automation.
In-depth knowledge of Salesforce tools, including Apex, Visualforce, Lightning Web Components, and Salesforce APIs.
Familiarity with Salesforce Einstein GPT, Einstein AI, and Salesforce Flow.
Proficiency in AI/ML technologies and frameworks (Python, TensorFlow, PyTorch, etc.).
Experience integrating Salesforce with external AI/ML platforms (e.g., OpenAI, AWS AI, Google AI).
Strong problem-solving skills and ability to deliver tailored solutions.
Excellent communication skills and experience working with cross-functional teams.
Preferred Skills:

Salesforce certifications (e.g., Salesforce Platform Developer, Salesforce Administrator).
Familiarity with Agile/Scrum methodologies.
Knowledge of CRM workflows, customer service processes, and data security best practices.
Hands-on experience with natural language processing (NLP) models and conversational AI.
Project Scope:
This project focuses on designing and implementing AI-powered agents that enhance our Salesforce platform. The goal is to drive automation, improve customer engagement, and boost operational efficiency.

How to Apply:
Please include the following with your proposal:

A brief description of your experience with Salesforce AI development.
Links to similar projects or AI agents you’ve developed.
Your availability and estimated timeline for the project."	yesterday	Hourly: $10-$35	Intermediate	Est. Time:	30+ hrs/week	['Salesforce CRM', 'Apex', 'Customer Relationship Management', 'Salesforce App Development', 'Salesforce Lightning']
Rating is 5 out of 5.	$50K+	Germany	Payment verified	https://www.upwork.com/jobs/Growth-Marketing-Manager-for-Tech-Startup_~021883336941954716878/?referrer_url_path=find_work_home	Growth Marketing Manager for Tech-Startup	"Growth Marketing Manager / Performance Marketer / Media Buyer Wanted  

We are looking for a high-impact growth marketer to scale our paid media channels and drive massive ROI for our digital community platform. This is your opportunity to work with a fast-growing company that helps entrepreneurs build and scale purpose-driven online businesses.  

What You’ll Do:  
- Plan, execute, and optimize Facebook, Google, YouTube, and TikTok ad campaigns to drive growth.  
- Manage the entire paid funnel from lead generation to conversion.  
- Run A/B tests to improve creatives, landing pages, and conversion rates.  
- Analyze performance data to optimize budget allocation and maximize ROI.  
- Collaborate with the creative and strategy teams to develop high-converting campaigns.  

What We’re Looking For:  
- Proven track record of scaling brands and achieving high ROAS.  
- Expertise in Facebook Ads, Google Ads, YouTube Ads, and TikTok Ads.  
- Strong analytical skills with experience in funnel optimization.  
- Experience with membership or subscription-based business models is a plus.  
- A proactive and results-driven mindset with the ability to adapt quickly.  

Why Join Us:  
- Work with industry leaders and scale a purpose-driven brand.  
- Fully remote position with opportunities for growth and performance-based bonuses.  
- Be part of a mission-driven company shaping the future of digital entrepreneurship.  

How to Apply:  
Send your application with your experience, case studies of successful campaigns, and a brief introduction on why you're the perfect fit.  

Take the next step and apply now to be part of something extraordinary."	yesterday	Hourly: $5-$35	Intermediate	Est. Time:	30+ hrs/week	['Facebook Ads Manager', 'Instagram', 'funnel building', 'Performance Marketing', 'Media Buying']
Rating is 0 out of 5.	$0	United States	Payment unverified	https://www.upwork.com/jobs/Automation-System-for-Real-Estate-Data-Analysis_~021883335427560428079/?referrer_url_path=find_work_home	Automation System for Real Estate Data Analysis	"Job Description: Automation System for Real Estate Data Analysis

I am looking to hire a skilled freelancer to create an advanced automation system using Zapier or Make.com that integrates data scraping, AI processing, and real estate underwriting. The goal is to evaluate Zillow listings (and potentially other data sources) for their investment potential. Here’s what I need:

Key Features of the System:
Data Scraping:

Extract relevant data from Zillow, the Bureau of Labor Statistics (BLS), and potentially other real estate-related data sources (e.g., population growth, rent growth, median income, etc.).
Automate the data scraping process for continuous or on-demand updates.
AI Agent Integration:

Incorporate an AI agent (e.g., GPT, custom AI model) to analyze and process the scraped data.
The AI should evaluate the data in the context of real estate investment metrics (e.g., cash flow, ROI, cap rate).
Real Estate Underwriting Spreadsheet:

Plug the processed data into an existing real estate underwriting spreadsheet.
Automate calculations to determine whether a specific Zillow listing is a good investment or not.
Provide a clear output summarizing the key metrics and an investment decision.
Ideal Skills & Experience:
Expertise in automation tools like Zapier, Make.com, or equivalent platforms.
Experience with web scraping and integrating data from platforms like Zillow.
Familiarity with AI tools/models and real estate underwriting practices.
Ability to integrate scraped data into Google Sheets or Excel for real estate analysis.
Deliverables:
A fully functional automation system that can scrape, process, and analyze data as described.
Clear documentation and instructions on how the system works.
If this sounds like something you can handle, let me know your experience, approach, and timeline for completing the project. I’m happy to discuss the specifics further."	yesterday	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	['Intuit QuickBooks', 'Microsoft Excel', 'Data Mining', 'Business Analysis', 'Financial Modeling', 'Financial Reporting', 'Microsoft Office', 'Visual Basic for Applications']
Rating is 5 out of 5.	$200K+	United States	Payment verified	https://www.upwork.com/jobs/Digital-marketing-manager-Google-LinkedIn-Ads-Meta-campaign-strategy-and-execution_~021883330094754906587/?referrer_url_path=find_work_home	Digital marketing manager / Google, LinkedIn Ads, Meta, campaign strategy and execution	"I am a 20 year digital marketing professional with many great SaaS technology clients.

I provide consulting services in addition to end to end campaign execution. This means getting my hands dirty with  campaign builds, optimization, reporting, etc

I am looking for a marketing partner who can be available daily to help complete various tasks, from writing add copy to keyword research to competitive analysis and all the other dynamic work that comes along with driving optimal digital marketing services.

I will delegate and train when necessary but really desire a committed, dependable partner that can collaborate daily."	yesterday	Hourly: $10-$30	Intermediate	Est. Time:	30+ hrs/week	['Ad Copy', 'Campaign Management', 'Search Engine Marketing', 'linkedin ads', 'Google Ads', 'Campaign Optimization']
Rating is 5 out of 5.	$800+	USA	Payment verified	https://www.upwork.com/jobs/Aesthetics-App-Development-with-Facial-Recognition_~021883329530741635740/?referrer_url_path=find_work_home	Aesthetics App Development with Facial Recognition	"We are seeking a skilled developer to create an aesthetics application that utilizes facial recognition and analysis technology. The app will assist patients in identifying areas of their face that may benefit from specific aesthetic services. The ideal candidate will have experience in mobile app development and a strong understanding of AI-driven facial analysis. If you have a passion for health and beauty technology and the ability to deliver an intuitive user experience, we would love to hear from you.

This project may require a multidisciplinary team, including AI/ML engineers, full-stack developers, a QA team, a UI/UX designer, and a product manager to ensure all aspects are covered from a technical and user-experience standpoint ( Agency application welcome)

TECH STACK:
Frontend: React Native or Flutter for cross-platform mobile app development.
Backend: Node.js with Express for handling API requests, integrated with a Python service for AI and image processing tasks.
AI/ML Model: TensorFlow or PyTorch for building custom models for facial recognition and analysis.
Database: MongoDB or PostgreSQL to store user data, treatment history, and product information.
Cloud Services: AWS or Google Cloud for hosting, storage, and possibly leveraging pre-built AI services for image processing."	yesterday	Hourly: $15-$85	Expert	Est. Time:	Less than 30 hrs/week	['React Native', 'Flutter', 'Python', 'PostgreSQL', 'AWS Amplify', 'iOS', 'Android', 'Smartphone']
