rating	total_spent_by_client	country	payment_verified	job_url_main	job_title	job_description	time_posted	hourly_rate	skill_level	estimated_time	estimated_budget	tags
"about ""Assistance with RAG Model and Database Vectorization"""	$0	United States	Payment verified	https://www.upwork.com/jobs/Assistance-with-RAG-Model-and-Database-Vectorization_~021883990540402676271/?referrer_url_path=find_work_home	Assistance with RAG Model and Database Vectorization	I am looking for an experienced professional to assist with my Retrieval-Augmented Generation (RAG) model and to help vectorize my database for improved performance. The ideal candidate should have a strong understanding of machine learning concepts, particularly in the context of natural language processing. Experience with database management and vectorization techniques is essential. If you have a proven track record in these areas, please apply with your portfolio and relevant experience.	8 hours ago	Hourly: $15-$50	Intermediate	Est. Time:	Less than 30 hrs/week	['Microsoft Excel', 'Python', 'Data Entry', 'SQL']
"about ""AI Model for Automated Healthcare Workflow Optimization"""	$400+	United States	Payment verified	https://www.upwork.com/jobs/Model-for-Automated-Healthcare-Workflow-Optimization_~021883989179681716892/?referrer_url_path=find_work_home	AI Model for Automated Healthcare Workflow Optimization	"We are looking for an expert in AI model deployment to help automate and optimize workflows in the healthcare industry. This project involves automating manual tasks such as patient data entry, reporting, appointment scheduling, and customer communication through intelligent AI systems.
Key Features:
* Task Automation: Implement AI models to automate healthcare workflows, including patient data management, scheduling, and follow-ups.
* Integration with Healthcare Systems: Sync AI tools with existing healthcare software like EHR (Electronic Health Records) and EMR (Electronic Medical Records) to streamline operations.
* Data Analytics: Use AI to analyze patient data and provide insights for better decisionmaking, treatment planning, and operational efficiency.
Skills & Expertise:
* AI deployment (TensorFlow, PyTorch, AWS, GCP)
* Integration with healthcare management systems (EHR/EMR systems, Epic, Cerner)
* Automation tools (Zapier, n8n, Make)
* Familiarity with healthcare regulations (HIPAA compliance, data security)"	8 hours ago	Fixed-price	Intermediate	Est. Budget:	$25	['Python', 'Artificial Intelligence', 'Machine Learning', 'Data Science', 'TensorFlow', 'Natural Language Processing', 'R', 'Chatbot Development']
"about ""Marketing and Airtable Automation Specialist for Ad Campaign and Workflow Management"""	$30K+	United Kingdom	Payment verified	https://www.upwork.com/jobs/Marketing-and-Airtable-Automation-Specialist-for-Campaign-and-Workflow-Management_~021883988801096466907/?referrer_url_path=find_work_home	Marketing and Airtable Automation Specialist for Ad Campaign and Workflow Management	"We are seeking a highly skilled Marketing and Airtable Automation Specialist to manage and optimize advertising campaigns across TikTok, Facebook, and Google while centralizing workflows and automating processes using Airtable.

Your role will involve running high-performing ad campaigns using tools like AdCreative.ai, Meta Ads Manager, TikTok Ads Manager, and Klaviyo, while integrating these platforms into Airtable for streamlined tracking and reporting.

We are also looking for someone to future-proof our operations by automating key marketing and retargeting workflows, ensuring alignment between campaigns, inventory, and customer data.

Abilities:
	1.	Ad Campaign Management:
	•	Ability to run TikTok, Facebook, Instagram, and Google Ads campaigns from airtable using:
	•	Meta Ads Manager.
	•	TikTok Ads Manager.
	•	Google Ads.
	•	Use AdCreative.ai to generate optimized ad visuals and copy.
	•	Leverage Canva Pro for custom branding and creative tweaks.
	•	Implement A/B testing and analyze campaign performance metrics (CTR, CPC, ROAS).
	2.	Workflow Automation:
	•	Centralize campaign data in Airtable for real-time tracking and performance reporting.
	•	Automate retargeting campaigns using RetargetApp to re-engage Shopify customers.
	•	Set up email and SMS marketing workflows in Klaviyo, including:
	•	Abandoned cart recovery.
	•	Upsell and cross-sell campaigns.
	•	Post-purchase engagement.
	3.	Data Integration and Alignment:
	•	Sync inventory and order data from Shopify to ensure campaigns align with product availability.
	•	Use Airtable to segment customers (e.g., repeat buyers, high-value customers, dormant customers) and tailor campaigns accordingly.
	•	Track shipping and fulfillment insights to inform marketing strategies (e.g., avoid promoting delayed items).
	4.	Roadmap and Task Management:
	•	Create and maintain a marketing roadmap in Airtable.
	•	Track milestones, deadlines, and progress for campaigns and tasks.
	•	Collaborate with the team to ensure campaigns align with business goals and operational data.
	5.	Future-Proofing:
	•	Recommend and implement scalable automations for:
	•	Predictive inventory management based on sales trends.
	•	Customer feedback loops (post-purchase surveys and review requests).
	•	Advanced segmentation and retargeting workflows.

Tools to Be Used:

Ad Platforms:
	•	Meta Ads Manager: Facebook and Instagram.
	•	TikTok Ads Manager: TikTok-specific campaigns.
	•	Google Ads: Search, display, and YouTube video ads.

Ad Creation and Personalization:
	•	AdCreative.ai: Automated ad creative generation.
	•	Canva Pro: Custom ad visuals.
	•	Klaviyo: Email and SMS marketing automation.

Automation and Retargeting:
	•	Airtable: Centralized tracking and reporting system.
	•	RetargetApp: Automates retargeting campaigns for Shopify stores.

Optional (Future-Proofing):
	•	Semrush or Ahrefs: For keyword research and competitor analysis.
	•	Taboola/Outbrain: For native ad campaigns.

Requirements:
	•	Proven experience managing TikTok, Facebook, and Google ad campaigns.
	•	Proficiency in Airtable for workflow and campaign management.
	•	Expertise in AdCreative.ai, Klaviyo, and other ad tools listed.
	•	Experience integrating Shopify data into marketing workflows.
	•	Strong analytical skills for tracking and optimizing campaign performance.
	•	Bonus: Experience with RetargetApp, Semrush, or similar tools.

Goals for the Role:
	1.	Centralize marketing operations and campaign tracking into Airtable.
	2.	Automate key workflows (retargeting, email/SMS campaigns, inventory alerts).
	3.	Optimize advertising campaigns for TikTok, Facebook, Instagram, and Google.
	4.	Align marketing efforts with operational data (inventory, order status, customer segmentation).
	5.	Build scalable processes to support future growth.

Budget:
	•	$550- 1,350 depending on project scope and expertise.
	•	Additional hourly support for ongoing collaboration is negotiable.

Timeline:
	•	4–8 weeks for setup and implementation, with potential for long-term support.

How to Apply:

Please include:
	1.	Examples of campaigns or workflows you’ve managed using TikTok Ads Manager, Meta Ads Manager, or Google Ads.
	2.	Your experience with Airtable and automating marketing workflows.
	3.	Details on your expertise with tools like AdCreative.ai, Klaviyo, and RetargetApp.
	4.	Your availability and hourly/project-based rate for ongoing support.


Looking forward to hearing from you,

Kind Regards,

Adam"	8 hours ago	Fixed-price	Expert	Est. Budget:	$525	['Marketing Automation', 'Campaign Management', 'Email Automation', 'CRM Automation', 'Lead Management Automation', 'Mobile Marketing Automation', 'Zapier', 'A/B Testing']
"about ""Product Recommendation and Customer Service Chatbot Development"""	$0	United States	Payment unverified	https://www.upwork.com/jobs/Product-Recommendation-and-Customer-Service-Chatbot-Development_~021883988589999871182/?referrer_url_path=find_work_home	Product Recommendation and Customer Service Chatbot Development	We are seeking an experienced developer to create intelligent product recommendation and customer service ai chatbots for various companies. The ideal candidate will have a strong background in natural language processing and chatbot frameworks. Your role will involve understanding client needs, designing conversational flows, and implementing machine learning algorithms to enhance user interactions. This is a fantastic opportunity to work on diverse projects and contribute to improved customer experiences. Whether your experience is with hard code, or with low or no code tools, we still encourage you to apply. More details about the project and pay will be provided if we see your profile as a fit.	8 hours ago	Fixed-price	Intermediate	Est. Budget:	$1,000	['AI Chatbot', 'Chatbot Development', 'Python', 'Lead Generation', 'Customer Service', 'API']
"about ""Setup X Tracking and Connect ViralSweep Campaign"""	$10K+	Spain	Payment verified	https://www.upwork.com/jobs/Setup-Tracking-and-Connect-ViralSweep-Campaign_~021883985420636411953/?referrer_url_path=find_work_home	Setup X Tracking and Connect ViralSweep Campaign	We are seeking a skilled freelancer to set up X tracking and integrate it with our ViralSweep campaign. The ideal candidate will have experience with tracking systems and marketing campaigns, ensuring that all data points are accurately captured and linked. You will be responsible for the technical setup and troubleshooting any issues that arise. Strong attention to detail is essential for ensuring optimal performance. If you have a background in digital marketing and are comfortable working with tracking tools, we would love to hear from you!	8 hours ago	Fixed-price	Intermediate	Est. Budget:	$20	['WordPress', 'Google Analytics', 'Google Ads', 'Google Tag Manager', 'Facebook']
"about ""Contract Full-Stack Developer for House-Flipping Automation Software"""	$1K+	United States	Payment verified	https://www.upwork.com/jobs/Contract-Full-Stack-Developer-for-House-Flipping-Automation-Software_~021883985380065465550/?referrer_url_path=find_work_home	Contract Full-Stack Developer for House-Flipping Automation Software	"About the Role
We are looking for a highly skilled Full-Stack Developer with experience in AI-powered applications to help us build a web-based software platform that automates and streamlines material selection, design output, and ordering for house-flippers. The tool will integrate input forms, material output sheets, and dynamic data pulled from Excel/Google Sheets, while leveraging AI agents to provide innovative solutions for material recommendations, automation, and real-time integrations.
This is a contract-based position with the potential for a long-term relationship as the product evolves.

Key Responsibilities
-Develop a responsive, user-friendly website where users can:
-Input property details and design preferences.
-View dynamic material output sheets based on preloaded data.
-Access formatted design sheets for contractors.
-Automate data pulling from backend data sheets (Excel or Google Sheets).
-Build and integrate AI agents to:
--Scrape website links to check for pricing and material availability. 
--Analyze user-uploaded images or floor plans to determine material quantities and dimensions.
--Automate ordering through vendor APIs (e.g., Amazon, Lowe’s, Home Depot).
--Ensure the platform is secure, scalable, and optimized for performance.
--Provide clean, well-documented code for future maintenance.

Requirements
-Technical Skills
-Frontend Development:
-Proficiency in HTML, CSS, JavaScript.
-Experience with modern frameworks like React, Vue.js, or Angular.
Backend Development:
-Strong skills in Python (preferred) or Node.js.
-Experience with frameworks like Django, Flask, or Express.js.
Database Management:
-Experience with SQL databases (MySQL, PostgreSQL) or --NoSQL databases (MongoDB).
-AI/ML Expertise:
-Hands-on experience with AI agents like LangChain, AutoGPT, or similar frameworks.
-Familiarity with computer vision techniques for analyzing floor plans or room images.
-Ability to integrate pre-trained models (e.g., OpenAI APIs, Hugging Face) into workflows.
API Integration:
-Experience integrating with vendor APIs (e.g., Amazon Affiliate, Lowe’s, Home Depot).
-Ability to handle dynamic pricing and inventory updates.

Preferred Qualifications
-Experience building SaaS platforms or tools for real estate or construction industries.
-Knowledge of 3D visualization tools or AR for user-facing design previews.
-Familiarity with DevOps tools for deployment (e.g., AWS, Azure, or Google Cloud).
-Passion for staying on the cutting edge of AI advancements and implementing innovative solutions.

Soft Skills
-Excellent problem-solving and critical thinking skills.
Strong communication skills to collaborate and align on project goals.
-Self-motivated with a proactive approach to troubleshooting and innovation.

What We Offer
-Opportunity to work on an innovative project disrupting the house-flipping industry.
-Flexible hours with a fully remote team.
-Competitive pay with potential for ongoing work as the product scales.
-Creative freedom to implement cutting-edge AI solutions."	8 hours ago	Hourly: $20-$47	Expert	Est. Time:	30+ hrs/week	['AI Agent Development', 'AI Bot', 'SQLite', 'API', 'JavaScript', 'Python', 'Node.js', 'API Integration']
"about ""Develop AI Voice Agent SaaS Platform"""	$200+	Netherlands	Payment verified	https://www.upwork.com/jobs/Develop-Voice-Agent-SaaS-Platform_~021883984827902121166/?referrer_url_path=find_work_home	Develop AI Voice Agent SaaS Platform	"Project Overview:
In simple words, we need to develop a simplified version of Voice Ai platform which works on
top of the Retell AI platform. Due to simplicity, users can use our platform to create basic
inbound or outbound agents with minimal settings that can integrate with some basic tools
like email, sms, call forwarding etc.
Users can configure agents, provision phone numbers, monitor call activity, and analyze
agent performance via a user-friendly dashboard. Users can purchase a monthly package
depending on their need to use the service.

Objectives:
1. Provide a user-friendly dashboard for users to set up AI voice agents.
2. Fetch and display call analytics data on the user dashboard.
3. Allow users to provision and manage phone numbers and basic integrations/actions.
4. Payment plan for users (maybe using Stripe).
5. Ensure compliance with GDPR, CCPA, and other applicable regulations.

Development Milestones:
1. Phase 1: MVP Development
○ User authentication and dashboard setup with usage analytics.
○ Basic agent creation and phone number provisioning.
○ Admin dashboard for us.
2. Phase 2: More Features
○ Subscription management and billing.
○ Integration with external systems (CRM, calendar).
3. Phase 3: Optimization and Scaling
○ API rate limit handling and performance optimization

Deliverables:
1. Fully functional SaaS platform with AI voice agent capabilities.
2. Source code with basic documentation for future integration.
3. Deployment on a scalable cloud infrastructure."	8 hours ago	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	['Full-Stack Development', 'AI Agent Development', 'Web Application', 'SaaS Development']
"about ""Node.js Developer Needed for Shopify and Klaviyo Integration"""	$0	United States	Payment unverified	https://www.upwork.com/jobs/Node-Developer-Needed-for-Shopify-and-Klaviyo-Integration_~021883984492124389851/?referrer_url_path=find_work_home	Node.js Developer Needed for Shopify and Klaviyo Integration	We are seeking a skilled developer with experience in Node.js and Pipedream to help us extract metrics from Shopify analytics and Klaviyo, and subsequently post this data on monday.com. The ideal candidate will have a solid understanding of API integrations and be able to automate data flow efficiently. If you're passionate about streamlining operations and have a knack for working with e-commerce platforms, we want to hear from you!	8 hours ago	Hourly: $15-$35	Intermediate	Est. Time:	Less than 30 hrs/week	['Shopify', 'JavaScript', 'Web Development', 'HTML', 'Node.js']
"about ""🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠"""	$300+	United Kingdom	Payment verified	https://www.upwork.com/jobs/Bubble-Expert-Needed-for-Powered-SaaS-Platform-Qualaro-Accelo_~021883983300638594254/?referrer_url_path=find_work_home	🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠	"🚀 Bubble.io Expert Needed for AI-Powered SaaS Platform (Qualaro by Accelo) 🧠

We are seeking experienced Bubble.io developers to help build Qualaro, an AI-driven SaaS platform powered by Accelo, designed to revolutionise lead qualification and campaign management through intelligent automation and data insights.

🌟 About Qualaro:

Qualaro is an AI-powered solution that empowers businesses to:

- Automate lead qualification with intelligent scoring models.
- Streamline campaign setup and reporting with data-driven insights.
- Enhance customer acquisition strategies through seamless integrations with key marketing platforms.

🔍 What We’re Looking For:

We are on the lookout for Bubble.io experts with a strong track record in building scalable, no-code web applications, integrating APIs, and optimising both front-end and back-end workflows. Your role will be instrumental in turning our vision into a seamless and intuitive platform.

📋 Key Responsibilities:

🏢 User Onboarding: Develop onboarding forms to capture business details (name, sector, demographics).
📊 Campaign Management: Design intuitive dashboards for tracking campaign performance and analytics.
🔍 Lead Qualification Interface: Implement sortable, filterable lead management sections with bulk actions.
🔗 API Integrations: Connect Bubble.io with automation tools like n8n, and marketing CRMs such as HubSpot.
⚙️ Performance Optimisation: Ensure the platform is fast, responsive, and scalable.

🛠 Skills & Expertise Required:

✅ Extensive experience with Bubble.io, including API connectors and custom workflows.
✅ Strong knowledge of n8n.io for workflow automation.
✅ Experience with CRMs like HubSpot, Salesforce, and marketing APIs (LinkedIn, Facebook).
✅ UI/UX expertise to create engaging and functional interfaces.
✅ Strong debugging and problem-solving skills.

💡 Why Join Us?

- Be part of a cutting-edge AI automation product set to disrupt the market.
- Flexible working hours and long-term collaboration opportunities.
- Work with a passionate, driven, and innovative team.

If you're excited about contributing to a forward-thinking AI platform and have the skills to bring Qualaro to life, we'd love to hear from you!

Accelo Team"	8 hours ago	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	['GPT-4 API', 'AI Agent Development', 'non-code', 'Bubble.io', 'Open Source', 'Deepseek R1', 'n8n', 'Zapier']
"about ""CRO Expert Needed for Data Analysis and Long-Term Collaboration"""	$800K+	United States	Payment verified	https://www.upwork.com/jobs/CRO-Expert-Needed-for-Data-Analysis-and-Long-Term-Collaboration_~021883940002239730223/?referrer_url_path=find_work_home	CRO Expert Needed for Data Analysis and Long-Term Collaboration	"We are looking to hire an experienced CRO expert to help us unlock the full potential of our current data tracking tools, including Hotjar, Monster Insights, Google Analytics, and Google Search Console. Our goal is to utilize the insights from these platforms to improve our website’s performance, enhance user experience, and increase conversions. If you have a proven track record in CRO and are passionate about improving conversion rates, we would love to hear from you!

RESPONSIBILITIES:
Analyze data from Hotjar, Google Analytics, Google Search Console, and Monster Insights to identify key areas for improvement.
Provide actionable insights on conversion rate optimization based on data analysis.
Collaborate with the team to implement and track changes aimed at improving user experience and conversions.
Present clear and comprehensive reports on data findings and proposed optimizations.

REQUIREMENTS:
Proven experience in conversion rate optimization, including A/B testing and data analysis.
Strong proficiency with Hotjar, Google Analytics, Google Search Console, and Monster Insights.
Ability to translate data insights into actionable strategies for improving conversion rates.
Excellent communication skills and the ability to present data findings clearly.
Strong attention to detail and ability to work independently."	yesterday	Hourly: $10-$20	Expert	Est. Time:	Less than 30 hrs/week	['Google Analytics', 'Search Engine Optimization', 'Marketing Strategy', 'Google Ads', 'Data Analysis', 'Conversion Rate Optimization']
"about ""Senior Next.js, Node, Fastify Developer for HealthTech Web application"""	$5	United States	Payment verified	https://www.upwork.com/jobs/Senior-Next-Node-Fastify-Developer-for-HealthTech-Web-application_~021883939953346728495/?referrer_url_path=find_work_home	Senior Next.js, Node, Fastify Developer for HealthTech Web application	"We're embarking on a project to develop a comprehensive healthcare platform for a healthtech firm, encompassing a website, admin panel, and mobile application. The goal is to create a user-friendly healthcare app that enables users to monitor their health status, discover healthcare providers, and schedule consultations seamlessly.

Stack: Next.js, Fastify, Vercel, PostgreSQL, VIte, Microservices, AWS"	yesterday	Hourly	Expert	Est. Time:	30+ hrs/week	['Next.js', 'TypeScript', 'PostgreSQL', 'React', 'Node.js', 'Fastify', 'JavaScript', 'API']
"about ""CS/CX Reporting Analyst Needed for Project-Based Reports & Dashboards"""		United States	Payment verified	https://www.upwork.com/jobs/Reporting-Analyst-Needed-for-Project-Based-Reports-Dashboards_~021883939368262292015/?referrer_url_path=find_work_home	CS/CX Reporting Analyst Needed for Project-Based Reports & Dashboards	"We are looking for a skilled CS/CX Reporting Analyst to join our team on a project basis. The ideal candidate will be responsible for generating accurate and insightful monthly reports and dashboards that help drive our customer service and customer experience initiatives. This hire should be able to manage the monthly reporting load within a maximum of 10-15 hours per month.

Key Responsibilities for the Reporting Analyst:
Monthly Reporting and Analysis
Generate and distribute essential CS operational reports, including CS Operations Bonus and CSAT reports.
Provide data insights to guide leadership in CS/CX decision-making.
Dashboard Creation and Maintenance
Design and maintain dashboards in Zendesk Explore to track CS performance and trends.
Develop and update dashboards in Google Sheets and Data Studio for streamlined reporting.
Data Management and Quality Control
Leverage pivot tables, complex formulas, and data manipulation in Google Sheets to ensure thorough analysis.
Regularly audit reports and dashboards for accuracy and ensure alignment with SOPs.

Candidate Requirements:
Advanced skills in Google Sheets (pivot tables, complex formulas), Data Studio, and Zendesk Explore.
Analytical mindset with experience in CS/CX metrics preferred. 

This role is critical for maintaining data accuracy and supporting data-driven improvements within the CS/CX teams."	yesterday	Fixed-price	Intermediate	Est. Budget:	$200	['Data Analysis', 'Microsoft Excel', 'SQL', 'Business Intelligence', 'Data Visualization', 'Zendesk']
"about ""AI Developer for Credential Review Automation"""	$400K+	United States	Payment verified	https://www.upwork.com/jobs/Developer-for-Credential-Review-Automation_~021883936130791167182/?referrer_url_path=find_work_home	AI Developer for Credential Review Automation	"Job Description:
We are a professional services firm seeking an experienced AI developer to assist in automating our credential review process to improve efficiency while maintaining confidentiality.

Project Scope:
The project involves designing and implementing a system that uses AI to:

Data Anonymization: Develop a process to automatically redact sensitive information (e.g., names, employers, profiles) from submitted forms to ensure confidentiality.

Use AI or NLP techniques to identify and replace sensitive data with placeholders.

Allow for custom redaction rules.

Credential Pre-Screening: Create an AI-powered solution to evaluate anonymized data and provide recommendations based on predefined criteria.

Analyze data to provide classifications (e.g., ""High Potential,"" ""Borderline,"" or ""Not Eligible"") with confidence scores.

Include a feedback mechanism to refine the model’s performance.

Integration with Existing Tools:

Integrate the solution with our existing systems or platforms to automate workflows.

Ensure flagged cases are routed for manual review.

Confidentiality Compliance: Utilize AI tools and processes that align with confidentiality and data security standards.

Responsibilities:

Develop and deploy a robust data anonymization pipeline.

Build or adapt AI models for automated credential evaluation.

Ensure seamless integration with existing systems.

Provide documentation and basic training for the team.

Support troubleshooting and system refinement based on feedback.

Required Skills:

Proven experience with natural language processing (NLP) and machine learning.

Proficiency in Python or similar programming languages for data automation.

Familiarity with data anonymization techniques.

Experience integrating AI systems with automation or CRM tools.

Knowledge of data security best practices.

Strong communication skills for collaboration with non-technical stakeholders.

Preferred Qualifications:

Prior experience working with confidential or sensitive data.

Familiarity with OpenAI’s API or similar AI tools.

Deliverables:

A functional system for automatic data anonymization.

An AI-driven pre-screening solution integrated into our workflows.

Documentation and training materials for team use.

Optional: Ongoing support for system updates and troubleshooting.

Project Timeline:
The goal is to implement the solution within [insert timeline, e.g., 6-8 weeks], with flexibility based on project scope.

How to Apply:
Please provide the following:

An overview of your relevant experience, including similar projects you’ve worked on.

A proposed approach to this project, including technologies or frameworks you’d use.

Estimated timeline and cost for the project.

References or case studies (if available).

We look forward to collaborating with a skilled professional to enhance our processes while maintaining strict confidentiality. Feel free to include any questions in your application."	yesterday	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	['Python', 'Artificial Intelligence', 'JavaScript', 'API', 'Machine Learning']
"about ""Knowledge-Based AI App Consultation"""	$0	USA	Payment verified	https://www.upwork.com/jobs/Knowledge-Based-App-Consultation_~021883935821197006030/?referrer_url_path=find_work_home	Knowledge-Based AI App Consultation	"At the end of this consultation, I would like to have a good idea of what is required to make our AI app a reality. We already have all the data in PostgreSQL relational databases, and would love to make an AI that can take prompts, look at our databases, do statistical and projection calculations, and then return the info to the user in a user-friendly manner. 

If the consultant seems confident and able to implement a solution, they will likely be contracted for the project."	yesterday	Fixed-price	Intermediate	Est. Budget:	$50	['Python', 'TensorFlow', 'AI Development', 'PyTorch', 'LangChain', 'Machine Learning', 'Natural Language Processing', 'Artificial Intelligence']
"about ""Bilingual Business Intelligence (BI) Analyst"""	$0	United States	Payment unverified	https://www.upwork.com/jobs/Bilingual-Business-Intelligence-Analyst_~021883934460163604956/?referrer_url_path=find_work_home	Bilingual Business Intelligence (BI) Analyst	"We are seeking a skilled Bilingual Business Intelligence (BI) Analyst who is proficient in both English and Spanish. The ideal candidate will be responsible for analyzing complex data sets, generating insightful reports, and providing strategic recommendations to enhance business performance. Strong communication skills in both languages are essential for collaboration with diverse teams. If you have a passion for data analysis and a good understanding of BI tools, we want to hear from you!
Job Description
The analyst will report within the Project Delivery group .The position will be primarily dedicated to implementation and maintenance of a new Business Intelligence reporting tool, and creation of new reports and dashboards based on business and technical requirements. This position will also help develop training materials to educate various stakeholders on how best to use the new Business Intelligence reporting tool. The analyst will collaborate with Client Information Technology Services (ITS) data team for development of data governance, delivery of  data sets, and troubleshooting current BI system errors.

Job duties will include:
Lead discussions with stakeholders to define and document requirements for complex reports and dashboards.
Serve as a subject matter expert for data visualization, reporting best practices, and data management frameworks.
Mentor and provide guidance to junior analysts and team members.
Design and develop innovative dashboards and visualizations to improve decision-making and business processes.
Conduct advanced data analysis and modeling to identify trends, insights, and actionable recommendations.
Develop, test, and deploy reports and dashboards while adhering to quality assurance standards.
Define, validate, and manage business definitions for data sets and reporting schemas.
Collaborate with ITS to enhance data governance policies and ensure the accuracy and integrity of enterprise data.
Contribute to the development of new data sets, ensuring alignment with business requirements and reporting needs.
Provide advanced troubleshooting and support for BI stakeholders and end-users.
Develop and deliver training sessions and documentation to educate users on BI tools and best practices.
Facilitate focus groups to gather feedback and improve BI solutions.
Analyze new data sources for integration into the enterprise reporting framework.
Recommend and implement enhancements to the  BI reporting framework for improved performance and scalability.
Actively contribute to cross-functional projects, ensuring alignment with  objectives.

Basic Qualifications

Advanced proficiency in Microsoft Power BI, including DAX functions, governance, and optimization techniques.
Strong critical thinking and analytical skills in finance, accounting, supply chain, and business processes.
Intermediate knowledge of database concepts, data modeling, and ETL processes.
Excellent organizational, time management, and problem-solving abilities.
Exceptional verbal and written communication skills with the ability to explain technical details to non-technical audiences.
Ability to work independently and collaboratively in a matrixed environment.
Preferred Qualifications
Experience with Microsoft Excel, SmartView reporting, and other Office applications.
Experience designing data visualizations and implementing reporting frameworks.
Expertise in data integration, preparation, and management."	yesterday	Hourly: $20-$25	Expert	Est. Time:	30+ hrs/week	['Business Intelligence', 'Data Analysis', 'Microsoft Power BI', 'Data Visualization', 'Tableau']
"about ""AI Developer for Customer Support Automation"""	$0	United States	Payment unverified	https://www.upwork.com/jobs/Developer-for-Customer-Support-Automation_~021883932921013064239/?referrer_url_path=find_work_home	AI Developer for Customer Support Automation	We are seeking an experienced AI developer to create a cutting-edge solution for enhancing customer support through automated chat and email responses. The ideal candidate will have a strong background in AI technologies and a passion for improving customer experience. This project will involve designing, developing, and implementing a robust AI system that can efficiently handle customer inquiries and provide accurate responses. If you are passionate about AI and customer service, we would love to hear from you!	yesterday	Fixed-price	Expert	Est. Budget:	$100	['Python', 'Artificial Intelligence', 'Chatbot Development', 'API', 'JavaScript']
"about ""Mixpanel Dashboard Setup Expert Needed"""	$0	United States	Payment verified	https://www.upwork.com/jobs/Mixpanel-Dashboard-Setup-Expert-Needed_~021883932874874606798/?referrer_url_path=find_work_home	Mixpanel Dashboard Setup Expert Needed	"Seeking a Mixpanel pro to build comprehensive account health monitoring and engagement analysis for our B2B SaaS app. We track ~50 key events and need smart dashboards to monitor company-level health, identify at-risk accounts, and analyze cohorts.

We're looking for help with set up items including:
- Account health monitoring dashboards
- At-risk account early warning system
- Trial vs. paid customer cohort analysis

The ideal candidate will have a deep understanding of Mixpanel functionalities and the ability to create insightful visualizations that drive actionable insights. 

We'd like to cap this engagement at 6-8 hours of work, but are open to an expanded engagement if a good job is done with the initial dashboard set up.

We're looking to kick off this project ASAP.  Include in your proposal your past experience with similar Mixpanel projects, hourly rate, and any clarifying questions you might have.

Thanks!"	yesterday	Hourly: $40-$90	Expert	Est. Time:	Less than 30 hrs/week	['Mixpanel', 'Google Tag Manager', 'Analytics', 'Data Analysis']
"about ""Funnel Analysis and Website Optimization"""	$55	PAN	Payment verified	https://www.upwork.com/jobs/Funnel-Analysis-and-Website-Optimization_~021883932623142339035/?referrer_url_path=find_work_home	Funnel Analysis and Website Optimization	"We are seeking a skilled professional to analyze our marketing funnel and optimize our tracking systems. Currently, we are using a cloaker and have multiple tracking solutions in place, but the results are not aligning with our expectations. Your expertise will help us identify gaps and improve our funnel's effectiveness. 

We need somebody with the following characteristics:
1- Strong background with Cloaking systems in general, preferably cloakerly.
2- A strong background with tracking systems, preferably Smartlook, Overtracking, and Matomo
3- Somebody with facebook marketing experience.
4- Web development basics"	yesterday	Fixed-price	Intermediate	Est. Budget:	$20	['Facebook Advertising', 'cloaking', 'Funnel Testing', 'Web Application']
Next skills. Update list	$10K+	United States	Payment verified	https://www.upwork.com/jobs/Agentic-Consultation_~021883688626963593884/?referrer_url_path=find_work_home	Agentic AI Consultation	"We are a financial services startup seeking an Agentic AI expert for a short-term consultation (2 hours total, split into two 1-hour sessions). The selected consultant will guide us on defining architecture, tech stack, compliance considerations, and best practices for building an MVP in the financial services space. We need advice on building an MVP quickly at low cost while still communicating its core value.

The ideal candidate will have expertise in agent-based AI systems with a strong foundation in Natural Language Processing (NLP), large language models, and autonomous decision-making frameworks. Additional skills in integrating AI with financial workflows, managing data privacy, and implementing lightweight prototypes are essential. Familiarity with AI/ML tools (e.g., TensorFlow, PyTorch, Hugging Face), knowledge of compliance standards (e.g., SOC 2, ISO 27001), and experience in scalable cloud services (AWS) are highly preferred.

If you have a proven track record in designing or consulting on Agentic AI solutions and relevant financial services experience, please submit:

- A brief overview of your background and skills.
- Examples of prior projects involving agent-based AI or NLP.
- Your proposed approach for structuring the two sessions.
- Your rate or total fee for the consultation.

We’re looking for someone who can help us define the best approach for a practical, cost-effective MVP that showcases Agentic AI’s potential in financial services."	yesterday	Hourly	Expert	Est. Time:	Less than 30 hrs/week	['Artificial Intelligence', 'Machine Learning', 'Natural Language Processing', 'Artificial Neural Network', 'Deep Learning', 'TensorFlow', 'Python', 'Data Science']
